READ_DATE,KWH_EXP
2019-01-31,1.6019744592092828
2019-02-28,4.327591792029713
2019-03-31,7.971647364257708
2019-04-30,12.09647613629066
2019-05-31,17.501544838613224
2019-06-30,2.9499442400079823
2019-07-31,10.129169881477328
2019-08-31,12.756786369973394
2019-09-30,16.909871111820188
2019-10-31,19.834612299419607
2019-11-30,19.43633482012231
2019-12-31,19.66980698183927
2020-01-31,5.168069827752683
2020-02-29,1.3883024064907168
2020-03-31,1.3923569031284289
2020-04-30,1.5422471351822735
2020-05-31,7.494345015396432
2020-06-30,11.467731763688171
2020-07-31,14.740682544880361
2020-08-31,20.57058384650935
2020-09-30,7.828913978897216
2020-10-31,2.2240682256438453
2020-11-30,5.532206001243111
2020-12-31,10.599504103736688
2021-01-31,9.17249713127163
2021-02-28,1.1382050774729107
2021-03-31,1.1379103498780163
2021-04-30,3.3259040378019926
2021-05-31,12.745344319778832
2021-06-30,22.357245138693123
2021-07-31,17.531197123189305
2021-08-31,2.722461467690669
2021-09-30,9.887024717548616
2021-10-31,23.21133157113969
2021-11-30,19.867128266932685
2021-12-31,1.5693738987154453
2022-01-31,10.723416407864075
2022-02-28,20.61194572163474
2022-03-31,23.883325280110213
2022-04-30,4.264634930025518
2022-05-31,4.8608437681046315
2022-06-30,13.092193626972804
2022-07-31,13.674091358284187
2022-08-31,4.071976267868495
2022-09-30,6.283390408053579
2022-10-31,10.748395934628233
2022-11-30,7.680931344736634
2022-12-31,3.4976147444000265
2023-01-31,1.8783283516345048
2023-02-28,1.829910602775175
2023-03-31,1.871808843311734
2023-04-30,3.1176659627998746
2023-05-31,5.900089528153209
2023-06-30,7.252599265079994
2023-07-31,6.971638782287355
2023-08-31,2.39604108196501
2023-09-30,3.2617515052697534
2023-10-31,9.284421249614795
2023-11-30,12.69892684600583
2023-12-31,12.966006453717068
2024-01-31,9.718249457978256
2024-02-29,2.0222126406468983
2024-03-31,5.01149821535407
2024-04-30,15.892514979978051
2024-05-31,34.26756807870326
2024-06-30,66.88489285441901
