READ_DATE,KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres,Tavg,RH_avg,RR,ss,trend,seasonal,residual
2019-03-13,6.638073585339935,25.8,23.9,30.7,138.0,6.4,1011.1,26.3,86.0,0.0,9.7,6.058136242028282,-0.1775290661869406,0.7574664094985937
2019-03-14,5.58994483440646,27.0,23.4,31.7,135.0,6.7,1010.6,29.3,81.0,29.5,5.4,6.302752001277406,-0.054605906637302117,-0.6582012602336431
2019-03-15,6.364140331004692,26.9,23.6,30.6,141.0,6.9,1009.0,26.4,84.0,0.0,2.8,6.850730624496117,0.018759218386499323,-0.5053495118779239
2019-03-16,6.591540331444574,26.1,23.8,31.6,122.0,6.4,1008.4,26.1,88.0,0.0,5.0,7.460641040710725,0.10250581805129086,-0.971606527317442
2019-03-17,7.19325123791059,26.8,23.2,29.6,268.0,5.6,1008.9,26.1,88.0,0.6,2.0,7.872637400210417,0.11245313987076642,-0.7918393021705934
2019-03-18,9.508639945218071,25.4,24.0,29.4,292.0,5.5,1008.7,26.0,92.0,1.6,5.2,8.724729918913361,0.008099424437311353,0.7758106018673987
2019-03-19,10.338897019650757,27.5,23.6,31.0,318.0,7.1,1007.5,27.0,88.0,10.0,2.6,9.335458998287086,-0.00968262792162525,1.0131206492852962
2019-03-20,9.522048101837772,28.4,24.3,30.9,312.0,9.4,1007.3,27.2,87.0,10.9,8.2,9.57429539870878,-0.1775290661869406,0.12528176931593155
2019-03-21,11.554592465327069,27.9,25.3,30.0,311.0,9.6,1007.8,27.9,84.0,8.25,6.5,10.002040760627558,-0.054605906637302117,1.6071576113368127
2019-03-22,10.639243886620768,27.7,25.3,31.0,305.0,8.6,1008.4,27.8,85.0,5.6,2.1,10.102174515489004,0.018759218386499323,0.5183101527452649
2019-03-23,8.263395134396438,26.4,24.5,30.4,315.0,8.6,1008.3,26.6,87.0,73.9,5.2,10.130904971471011,0.10250581805129086,-1.970015655125864
2019-03-24,10.187468771342038,26.6,23.8,31.2,316.0,7.4,1008.1,26.9,88.0,4.9,2.6,10.52202830862066,0.11245313987076642,-0.4470126771493885
2019-03-25,10.209576229248189,26.4,23.4,31.0,173.0,5.8,1009.4,26.3,93.0,40.0,2.4,10.470650617568955,0.008099424437311353,-0.26917381275807784
2019-03-26,10.5400102115248,26.4,23.7,30.8,125.0,6.8,1010.8,25.9,90.0,37.8,5.0,10.601341558396378,-0.00968262792162525,-0.05164871894995246
2019-03-27,12.259911461885322,26.4,23.8,30.7,125.0,6.4,1011.3,26.3,88.0,9.3,7.6,11.121076944957474,-0.1775290661869406,1.316363583114788
2019-03-28,11.194948627965138,26.9,22.6,31.0,132.0,6.8,1010.3,28.7,85.0,6.4,5.4,11.294110356844818,-0.054605906637302117,-0.04455582224237855
2019-03-29,11.554080472412725,27.9,23.6,31.8,129.0,6.4,1009.2,27.3,76.0,0.0,6.8,11.762027332105873,0.018759218386499323,-0.22670607807964774
2019-03-30,11.901542840324112,27.6,23.9,32.4,130.0,7.2,1009.1,27.3,82.0,0.0,7.7,12.258728134903713,0.10250581805129086,-0.4596911126308919
2019-03-31,11.398702654553452,28.0,24.0,33.4,137.0,7.0,1009.9,28.1,82.0,0.0,9.1,12.405335053476685,0.11245313987076642,-1.1190855387940002
2019-04-01,13.484995056075569,27.2,23.0,32.9,125.0,6.9,1010.2,27.0,77.0,0.0,8.1,12.884619826733529,0.008099424437311353,0.5922758049047288
2019-04-02,14.016915831109683,26.8,23.8,33.0,125.0,6.6,1010.1,26.1,85.0,0.1,8.2,13.222480032928061,-0.00968262792162525,0.8041184261032474
2019-04-03,13.286159891896135,27.1,23.2,32.8,115.0,7.0,1010.4,26.8,83.0,1.6,4.4,13.702259696249044,-0.1775290661869406,-0.23857073816596813
2019-04-04,14.549942040763035,27.2,24.1,32.0,119.0,6.5,1010.3,27.3,82.0,0.0,5.8,14.072727640489582,-0.054605906637302117,0.5318203069107557
2019-04-05,13.919101915774451,26.8,24.2,31.4,120.0,6.2,1010.0,26.1,88.0,0.0,5.1,14.161237216711315,0.018759218386499323,-0.2608945193233634
2019-04-06,15.26000048357099,25.9,23.4,32.7,123.0,6.5,1009.9,27.1,87.0,3.9,4.8,13.924694305234832,0.10250581805129086,1.2328003602848667
2019-04-07,13.991978264237217,27.1,21.0,31.4,107.0,7.0,1008.7,25.7,78.0,1.0,4.3,14.276675965963143,0.11245313987076642,-0.3971508415966931
2019-04-08,14.104562089627697,27.6,22.5,31.5,105.0,7.0,1008.4,26.7,83.0,0.0,10.6,14.281025925945368,0.008099424437311353,-0.1845632607549825
2019-04-09,12.361115450774292,27.8,24.7,32.2,112.0,6.7,1009.0,27.7,84.0,0.0,9.9,14.496122985678486,-0.00968262792162525,-2.1253249069825686
2019-04-10,15.75003151699431,27.9,24.3,32.3,123.0,6.6,1009.0,27.6,83.0,0.0,9.2,14.568735130799443,-0.1775290661869406,1.3588254523818084
2019-04-11,14.580391760638618,28.0,24.5,32.4,107.0,6.3,1008.7,27.1,86.0,0.0,7.7,15.349829580736714,-0.054605906637302117,-0.7148319134607939
2019-04-12,15.424781333906289,27.9,24.8,32.3,101.0,5.8,1009.2,27.7,85.0,0.0,7.2,16.119691149835887,0.018759218386499323,-0.7136690343160979
2019-04-13,15.768285499417694,28.0,24.8,33.4,122.0,6.7,1009.6,27.7,85.0,0.0,5.2,16.057850876687677,0.10250581805129086,-0.39207119532127466
2019-04-14,19.459639413798097,27.1,24.7,32.0,109.0,6.3,1010.0,27.3,86.0,0.0,6.1,13.80784637425992,0.11245313987076642,5.539339899667411
2019-04-15,19.493593073321943,28.1,24.2,31.8,129.0,6.6,1009.6,27.4,85.0,0.0,7.2,11.724933265597262,0.008099424437311353,7.76056038328737
2019-04-16,11.92823353873682,28.1,24.4,32.4,129.0,5.9,1009.9,27.9,80.0,2.5,10.4,9.52139307503922,-0.00968262792162525,2.4165230916192235
2019-04-17,0.0,27.9,24.5,33.1,114.0,6.9,1010.3,28.3,84.0,5.0,9.4,7.268780860836694,-0.1775290661869406,-7.091251794649754
2019-04-18,0.0,27.9,23.5,33.1,126.0,9.0,1010.2,28.2,74.0,0.0,9.2,4.488832373151252,-0.054605906637302117,-4.43422646651395
2019-04-19,0.0,28.4,23.3,33.6,126.0,8.9,1009.0,28.2,78.0,0.0,10.9,1.7040333626766884,0.018759218386499323,-1.7227925810631877
2019-04-20,0.0,28.1,23.8,33.8,129.0,10.0,1008.7,27.9,72.0,0.0,10.5,0.09391739143576736,0.10250581805129086,-0.19642320948705821
2019-04-21,0.0,28.4,23.9,33.8,128.0,9.7,1008.2,27.9,76.0,0.0,8.1,2.4404128073124807,0.11245313987076642,-2.552865947183247
2019-04-22,0.0,28.6,24.4,34.6,130.0,10.5,1007.8,28.1,74.0,0.0,8.5,5.395428429022802,0.008099424437311353,-5.403527853460114
2019-04-23,0.6574217400503716,28.4,23.6,33.8,129.0,10.8,1008.2,28.0,75.0,0.0,10.0,8.224036258735527,-0.00968262792162525,-7.55693189076353
2019-04-24,16.425467911136995,28.4,23.6,33.6,125.0,9.5,1008.8,28.0,76.0,0.0,9.2,10.916147272853166,-0.1775290661869406,5.686849704470768
2019-04-25,20.685109351972248,28.6,24.1,33.6,134.0,10.6,1008.5,28.2,76.0,0.0,10.2,14.47451495078509,-0.054605906637302117,6.2652003078244585
2019-04-26,19.80025480798908,28.6,23.4,34.3,127.0,9.7,1007.8,27.6,77.0,0.0,9.2,17.7713776799849,0.018759218386499323,2.01011790961768
2019-04-27,18.84477709882348,28.1,24.1,33.4,126.0,7.2,1008.4,27.7,82.0,0.0,7.8,20.332014640215306,0.10250581805129086,-1.589743359443115
2019-04-28,24.90857374552347,27.1,24.3,32.3,125.0,7.3,1009.0,27.0,82.0,0.0,6.8,20.2795703374903,0.11245313987076642,4.516550268162405
2019-04-29,23.078039104398687,27.9,24.4,32.0,129.0,6.2,1009.7,27.2,83.0,0.2,5.2,19.947174758785227,0.008099424437311353,3.1227649211761492
2019-04-30,18.581880461663207,26.6,24.7,32.6,123.0,5.3,1008.7,27.2,88.0,32.4,2.1,19.67834737753966,-0.00968262792162525,-1.0867842879548262
2019-05-01,16.058357792061916,26.6,23.7,31.4,121.0,6.3,1008.5,26.2,89.0,64.6,4.1,19.836697942164832,-0.1775290661869406,-3.600811083915976
2019-05-02,18.358340301036737,26.9,23.8,32.2,112.0,6.6,1009.9,26.2,88.0,6.7,7.0,19.126479577200215,-0.054605906637302117,-0.7135333695261754
2019-05-03,17.91846313927012,27.6,24.1,34.0,131.0,7.8,1010.8,27.7,84.0,0.5,5.5,18.867645953741345,0.018759218386499323,-0.9679420328577244
2019-05-04,19.95323105119969,27.1,23.6,33.3,133.0,7.6,1010.6,26.9,84.0,1.0,6.7,19.17208590179548,0.10250581805129086,0.6786393313529194
2019-05-05,19.937045190771133,28.4,23.4,33.9,132.0,9.2,1010.1,28.1,78.0,13.0,6.7,19.85207395436003,0.11245313987076642,-0.027481903459662935
2019-05-06,21.2662037401866,26.7,24.2,33.7,133.0,8.3,1010.1,27.6,83.0,0.0,10.7,20.01340354000459,0.008099424437311353,1.2447007757447006
2019-05-07,20.71296009804216,27.2,23.1,33.0,135.0,11.2,1009.4,26.9,74.0,0.0,6.5,20.074356401026282,-0.00968262792162525,0.6482863249375029
2019-05-08,20.81827416001377,26.2,22.2,32.7,131.0,10.4,1008.9,26.7,76.0,0.0,10.9,19.68027801703695,-0.1775290661869406,1.3155252091637615
2019-05-09,19.487647400548653,27.4,22.5,33.0,131.0,11.6,1009.0,28.0,69.0,0.0,10.8,19.608994607805098,-0.054605906637302117,-0.06674130061914288
2019-05-10,18.345133166421967,27.4,23.2,33.6,132.0,12.1,1010.8,27.8,73.0,0.0,10.4,18.90871685150504,0.018759218386499323,-0.5823429034695735
2019-05-11,17.19468236327437,27.3,22.8,32.9,129.0,11.4,1011.6,26.8,76.0,0.0,10.8,18.71069160013484,0.10250581805129086,-1.6185150549117602
2019-05-12,19.438061326148155,27.3,22.7,33.5,128.0,9.4,1011.3,27.8,76.0,0.0,10.7,18.430687494296766,0.11245313987076642,0.8949206919806225
2019-05-13,16.364259446086212,27.4,21.8,33.5,131.0,8.9,1010.7,26.7,80.0,0.0,8.8,18.234992748327468,0.008099424437311353,-1.878832726678567
2019-05-14,19.32678333845076,27.8,22.6,33.8,128.0,9.4,1010.7,27.2,79.0,0.0,7.8,18.3167864935291,-0.00968262792162525,1.0196794728432843
2019-05-15,18.858245419147256,27.5,23.2,33.7,126.0,10.5,1011.0,27.5,69.0,0.0,10.1,19.313643399924324,-0.1775290661869406,-0.27786891459012747
2019-05-16,18.11778417876356,27.2,22.3,33.8,126.0,9.2,1010.8,26.9,71.0,0.0,10.8,19.989694762543884,-0.054605906637302117,-1.8173046771430212
2019-05-17,18.917689382833395,26.7,22.0,33.4,129.0,9.4,1010.8,26.8,71.0,0.0,10.3,19.979843293979144,0.018759218386499323,-1.0809131295322487
2019-05-18,24.17268070804092,27.4,22.1,32.9,133.0,8.8,1011.2,27.1,72.0,0.0,10.8,18.711590007720332,0.10250581805129086,5.358584882269299
2019-05-19,24.17042086448509,28.3,22.4,33.7,132.0,11.0,1011.3,27.4,73.0,0.0,10.7,17.39473851637002,0.11245313987076642,6.6632292082443065
2019-05-20,16.295299166133017,27.8,23.0,33.9,135.0,11.0,1011.2,27.4,74.0,0.0,10.9,16.512133498458915,0.008099424437311353,-0.22493375676321012
2019-05-21,10.449010334639093,28.3,23.5,33.8,133.0,11.4,1011.0,27.6,73.0,0.0,10.8,15.06638074166182,-0.00968262792162525,-4.607687779101102
2019-05-22,9.640284979695036,28.2,23.9,33.8,135.0,11.7,1011.1,27.9,72.0,0.0,11.0,12.842857793153149,-0.1775290661869406,-3.0250437472711726
2019-05-23,11.939549053385848,28.0,23.0,33.8,133.0,12.0,1011.6,27.9,69.0,0.0,10.3,11.281010406903704,-0.054605906637302117,0.7131445531194465
2019-05-24,8.797420085253746,26.9,23.1,33.0,132.0,12.1,1011.3,27.7,64.0,0.0,10.2,11.06331791407483,0.018759218386499323,-2.284657047207583
2019-05-25,8.60802006848022,27.2,22.1,32.8,124.0,10.3,1010.7,26.8,72.0,0.0,10.6,11.098683561142984,0.10250581805129086,-2.5931693107140545
2019-05-26,13.237489160738969,27.9,22.4,33.7,125.0,10.1,1010.1,27.1,74.0,0.0,9.9,10.863871970558218,0.11245313987076642,2.261164050309984
2019-05-27,14.771451716330896,27.9,23.1,32.8,129.0,9.8,1010.1,27.7,72.0,0.0,10.3,10.307393134026453,0.008099424437311353,4.455959157867131
2019-05-28,10.69656986411618,28.3,23.5,33.4,127.0,10.1,1009.6,27.4,72.0,0.0,10.6,9.738207742567194,-0.00968262792162525,0.9680447494706105
2019-05-29,7.996603845601666,27.7,23.4,33.6,132.0,12.1,1009.0,27.7,69.0,0.4,8.7,9.077970457001895,-0.1775290661869406,-0.9038375452132876
2019-05-30,8.04419719766349,27.4,23.2,32.8,137.0,14.8,1009.6,27.1,69.0,0.0,10.5,7.665232281502054,-0.054605906637302117,0.4335708227987376
2019-05-31,4.813122345038946,27.2,23.2,32.2,140.0,14.5,1009.5,26.7,69.0,0.0,10.4,6.077120906780809,0.018759218386499323,-1.282757780128363
2019-06-01,3.9863590695231146,27.4,23.6,32.0,137.0,14.1,1009.2,27.5,69.0,0.0,10.5,5.2616397100556265,0.10250581805129086,-1.3777864585838027
2019-06-02,3.34832193224009,27.1,20.9,33.0,138.0,13.5,1009.1,27.8,70.0,0.0,10.6,4.49737858689681,0.11245313987076642,-1.2615097945274862
2019-06-03,3.654672093282181,27.7,23.4,32.0,137.0,12.8,1009.0,27.8,70.0,0.0,10.2,3.779425347670207,0.008099424437311353,-0.13285267882533766
2019-06-04,4.988201487039897,27.7,23.9,33.0,133.0,10.5,1009.3,27.5,76.0,0.0,0.8,3.531202703117471,-0.00968262792162525,1.4666814118440519
2019-06-05,2.6467759834899565,27.5,23.9,34.7,128.0,10.3,1009.4,27.7,75.0,0.0,6.5,3.417447332194633,-0.1775290661869406,-0.5931422825177357
2019-06-06,3.0185245230772657,27.0,22.6,32.6,124.0,10.0,1010.2,26.8,74.0,0.0,9.7,3.5423800627056465,-0.054605906637302117,-0.4692496329910787
2019-06-07,3.075563833169792,27.5,22.2,32.8,128.0,9.7,1010.8,26.7,75.0,0.0,10.4,3.3614337759153816,0.018759218386499323,-0.3046291611320888
2019-06-08,3.1900714730632487,27.5,22.8,33.2,131.0,10.5,1010.8,27.8,72.0,0.0,9.9,2.870840240661881,0.10250581805129086,0.2167254143500769
2019-06-09,4.222851045817184,27.8,22.7,33.6,135.0,10.8,1010.8,27.2,72.0,0.0,10.5,2.7240322942390285,0.11245313987076642,1.3863656117073893
2019-06-10,2.388048085750329,27.8,22.8,33.2,127.0,10.6,1009.7,27.3,73.0,0.0,9.7,2.5272161573163032,0.008099424437311353,-0.14726749600328556
2019-06-11,1.5540467402653946,27.9,23.4,33.9,133.0,11.2,1011.2,27.4,75.0,0.0,10.5,2.322251547523217,-0.00968262792162525,-0.7585221793361973
2019-06-12,1.6191203585299894,28.6,24.2,33.0,138.0,14.7,1011.3,28.3,69.0,0.0,8.7,2.1009287034596364,-0.1775290661869406,-0.3042792787427065
2019-06-13,1.6408115646181871,28.1,24.8,32.7,135.0,13.8,1010.8,28.5,72.0,0.0,10.4,1.732065920431208,-0.054605906637302117,-0.03664844917571888
2019-06-14,1.6408115646181871,27.9,25.3,33.9,129.0,12.6,1010.3,28.4,70.0,0.0,5.7,1.6030988992252224,0.018759218386499323,0.01895344700646537
2019-06-15,1.6408115646181871,26.6,23.2,33.0,135.0,13.7,1011.0,26.6,72.0,0.0,8.6,1.501257433224803,0.10250581805129086,0.03704831334209327
