READ_DATE,KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres,Tavg,RH_avg,RR,ss,KWH_EXP_MA,KWH_EXP_ES,trend_ma,cycle_ma
2019-01-01,0.0,25.7,24.8,30.2,44.0,6.4,1008.9,25.7,96.0,12.9,7.5,2.684343289515892,-1.1684331515730095,32.04207381810308,-29.357730528587187
2019-01-02,0.076469273331378,26.0,24.1,29.2,21.0,5.4,1009.2,25.9,90.0,42.7,6.7,2.684343289515892,1.0050921685526548,32.059768211411466,-29.375424921895576
2019-01-03,0.3105424433139855,24.6,24.0,27.3,340.0,4.1,1010.3,24.9,94.0,0.5,0.1,2.684343289515892,2.3389296401969846,32.07746260445522,-29.39311931493933
2019-01-04,0.066231568104274,26.2,23.0,29.8,340.0,6.9,1011.4,25.8,88.0,34.6,0.1,2.684343289515892,0.9900906161578575,32.09515699670486,-29.410813707188968
2019-01-05,1.0708749233778696,26.9,23.6,30.2,284.0,6.3,1011.7,26.7,88.0,2.1,3.2,2.684343289515892,-1.912743435526207,32.11285138736595,-29.42850809785006
2019-01-06,0.0693042769142057,26.0,24.2,30.8,152.0,6.0,1011.2,26.3,87.0,0.0,9.2,2.684343289515892,-3.3976972531760534,32.13054577537891,-29.446202485863022
2019-01-07,2.6306550174287446,27.2,22.6,31.2,136.0,6.2,1010.2,26.5,84.0,0.2,5.5,2.684343289515892,-3.476974450318252,32.148240159418876,-29.463896869902985
2019-01-08,0.1627850754615195,27.9,23.7,31.5,119.0,6.8,1009.6,27.5,82.0,2.9,10.0,2.684343289515892,-0.211119775268916,32.165934537895524,-29.481591248379633
2019-01-09,0.8752364998185079,28.1,23.8,31.2,164.0,6.9,1009.3,27.6,84.0,0.0,10.0,2.684343289515892,1.4005380463807495,32.18362890895295,-29.499285619437057
2019-01-10,0.2244003774433605,27.9,24.4,31.1,41.0,8.0,1009.4,27.6,82.0,0.0,11.8,2.684343289515892,-0.847618381577119,32.20132327046948,-29.51697998095359
2019-01-11,1.906877945119825,27.4,24.7,31.1,94.0,7.2,1009.0,27.5,85.0,0.0,9.6,2.684343289515892,0.7061799461563472,32.21901762005754,-29.53467433054165
