READ_DATE,KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres
2019-01-01,11.001902760412412,25.7,24.8,30.2,44.0,6.4,1008.9
2019-01-02,11.422661673160016,26.0,24.1,29.2,21.0,5.4,1009.2
2019-01-03,2.341670680153068,24.6,24.0,27.3,340.0,4.1,1010.3
2019-01-04,4.800007741529085,26.2,23.0,29.8,340.0,6.9,1011.4
2019-01-05,5.752650863371045,26.9,23.6,30.2,284.0,6.3,1011.7
2019-01-06,8.799797767144534,26.0,24.2,30.8,152.0,6.0,1011.2
2019-01-07,10.342385423477188,27.2,22.6,31.2,136.0,6.2,1010.2
2019-01-08,11.213897213903854,27.9,23.7,31.5,119.0,6.8,1009.6
2019-01-09,8.235077678132441,28.1,23.8,31.2,164.0,6.9,1009.3
2019-01-10,11.260476004653016,27.9,24.4,31.1,41.0,8.0,1009.4
2019-01-11,12.197090296129003,27.4,24.7,31.1,94.0,7.2,1009.0
2019-01-12,11.966119791427476,27.4,24.0,31.4,98.0,7.3,1009.1
2019-01-13,10.856679725550842,26.8,24.2,31.5,127.0,7.8,1008.3
2019-01-14,12.04235395903634,26.7,23.2,31.3,127.0,6.2,1007.0
2019-01-15,11.659406110758727,26.3,23.6,30.8,134.0,5.5,1006.4
2019-01-16,11.477570445924329,25.0,23.4,29.6,165.0,4.9,1006.8
2019-01-17,12.637968889756364,25.3,23.4,30.0,108.0,4.8,1007.5
2019-01-18,7.996117912079657,25.9,23.4,29.6,201.0,6.4,1007.4
2019-01-19,12.672094009239371,27.7,23.6,31.5,347.0,5.7,1007.7
2019-01-20,12.542528217735123,26.2,24.4,30.6,91.0,6.5,1007.8
2019-01-21,13.357864956408548,26.9,24.1,32.1,119.0,5.9,1007.1
2019-01-22,13.242186765586212,26.1,23.8,31.8,35.0,6.1,1006.6
2019-01-23,11.774949551177633,26.6,24.0,28.8,294.0,7.7,1007.2
2019-01-24,9.79713817003464,26.4,24.6,30.6,312.0,10.6,1007.1
2019-01-25,16.711191389832013,27.0,23.7,29.9,307.0,10.5,1007.4
2019-01-26,19.92672496269183,27.6,24.4,30.2,310.0,10.8,1008.0
2019-01-27,18.34049499632573,26.9,24.6,30.0,307.0,14.1,1008.1
2019-01-28,12.652371034753791,25.9,25.5,28.6,310.0,11.6,1008.8
2019-01-29,11.473611300594769,26.2,23.4,29.0,309.0,7.8,1009.7
2019-01-30,12.11003174422921,26.1,23.4,30.1,78.0,6.2,1010.3
2019-01-31,10.274949841990429,27.2,23.4,30.6,42.0,5.3,1010.3
2019-02-01,13.503313115421356,26.2,24.1,30.5,253.0,7.1,1009.9
2019-02-02,13.503313115421356,26.5,23.3,30.6,76.0,6.6,1009.8
2019-02-03,13.503313115421356,27.5,24.0,30.5,89.0,7.2,1009.9
2019-02-04,13.302832273439696,26.4,24.0,30.7,308.0,7.8,1009.9
2019-02-05,15.548765380247454,26.4,24.0,30.6,315.0,6.8,1009.5
2019-02-06,8.336243136513334,25.8,24.0,30.2,331.0,6.4,1009.2
2019-02-07,0.0141326052866105,26.4,23.5,29.6,136.0,5.5,1009.8
2019-02-08,0.0,26.6,23.7,31.5,120.0,5.9,1010.0
2019-02-09,4.526574613297197,26.9,24.2,30.4,123.0,6.8,1010.0
2019-02-10,25.77790352091368,27.4,23.2,31.2,117.0,6.4,1011.1
2019-02-11,21.07995447822925,27.1,23.8,31.0,105.0,5.9,1011.9
2019-02-12,24.131912291172338,25.8,24.1,29.3,107.0,5.6,1012.3
2019-02-13,11.770470088841543,25.5,23.7,28.6,356.0,5.8,1013.1
2019-02-14,11.04038932809343,27.0,23.4,30.5,92.0,6.8,1012.0
2019-02-15,22.40487773961571,26.8,24.0,31.0,125.0,7.8,1011.8
2019-02-16,26.56007444436193,27.7,23.1,31.2,126.0,7.6,1011.6
2019-02-17,27.30329512033532,27.9,24.0,30.9,268.0,7.5,1011.0
2019-02-18,32.01936810089064,26.2,24.3,30.8,139.0,6.6,1011.4
2019-02-19,29.61214540089863,27.0,23.7,30.6,308.0,7.2,1012.0
2019-02-20,24.917938870224926,27.2,23.5,31.2,185.0,7.7,1012.5
2019-02-21,25.728640728938316,26.7,24.0,30.4,57.0,6.9,1012.1
2019-02-22,25.382722969823764,26.7,23.3,31.0,122.0,7.2,1011.1
2019-02-23,18.59917300443333,26.9,23.1,32.2,133.0,7.3,1009.8
2019-02-24,29.41343744500145,28.2,23.2,32.6,125.0,7.8,1008.9
2019-02-25,30.668101723992308,28.3,24.0,32.3,131.0,7.1,1010.2
2019-02-26,30.858870135516,29.1,24.5,35.0,130.0,7.5,1009.4
2019-02-27,30.766918090231968,28.5,24.5,34.0,126.0,7.3,1007.9
2019-02-28,31.011272662820915,28.2,24.8,33.2,120.0,7.2,1008.2
2019-03-01,31.774601481915195,28.3,24.8,32.8,81.0,7.1,1008.5
2019-03-02,27.39384228721793,28.4,24.4,32.6,100.0,6.7,1008.5
2019-03-03,37.85886149702502,27.2,24.7,31.6,112.0,7.1,1008.2
2019-03-04,38.08765143737245,27.1,24.0,31.6,139.0,7.7,1008.3
2019-03-05,34.092166776519925,27.9,24.4,31.6,105.0,6.3,1008.3
2019-03-06,36.931465596513,26.2,24.2,30.0,15.0,7.4,1009.2
2019-03-07,38.71499540975911,25.4,24.0,28.7,344.0,5.7,1010.0
2019-03-08,36.827259307304296,27.2,23.4,31.8,100.0,4.9,1010.2
2019-03-09,35.70379438548389,27.2,24.1,31.2,117.0,6.5,1010.4
2019-03-10,27.0908149585264,27.8,23.4,31.8,149.0,7.1,1010.2
2019-03-11,32.03361784891391,27.4,23.4,32.0,169.0,7.8,1009.7
2019-03-12,28.94137101515541,27.8,23.7,31.6,117.0,6.9,1010.3
2019-03-13,25.36352311992929,25.8,23.9,30.7,138.0,6.4,1011.1
2019-03-14,23.863907344213285,27.0,23.4,31.7,135.0,6.7,1010.6
2019-03-15,31.129133823732012,26.9,23.6,30.6,141.0,6.9,1009.0
2019-03-16,30.501020284400465,26.1,23.8,31.6,122.0,6.4,1008.4
2019-03-17,24.46814215057452,26.8,23.2,29.6,268.0,5.6,1008.9
2019-03-18,12.256487157965738,25.4,24.0,29.4,292.0,5.5,1008.7
2019-03-19,10.221254112892163,27.5,23.6,31.0,318.0,7.1,1007.5
2019-03-20,12.560711392550438,28.4,24.3,30.9,312.0,9.4,1007.3
2019-03-21,9.74919697130388,27.9,25.3,30.0,311.0,9.6,1007.8
2019-03-22,11.399605342175787,27.7,25.3,31.0,305.0,8.6,1008.4
2019-03-23,14.2606716095606,26.4,24.5,30.4,315.0,8.6,1008.3
2019-03-24,11.84798386544373,26.6,23.8,31.2,316.0,7.4,1008.1
2019-03-25,8.348112295146306,26.4,23.4,31.0,173.0,5.8,1009.4
2019-03-26,15.67775670834997,26.4,23.7,30.8,125.0,6.8,1010.8
2019-03-27,17.33874629135096,26.4,23.8,30.7,125.0,6.4,1011.3
2019-03-28,18.020452407150355,26.9,22.6,31.0,132.0,6.8,1010.3
2019-03-29,19.44139101336165,27.9,23.6,31.8,129.0,6.4,1009.2
2019-03-30,19.46799739791358,27.6,23.9,32.4,130.0,7.2,1009.1
2019-03-31,16.610593354129936,28.0,24.0,33.4,137.0,7.0,1009.9
2019-04-01,19.632839884221564,27.2,23.0,32.9,125.0,6.9,1010.2
2019-04-02,13.002423005373798,26.8,23.8,33.0,125.0,6.6,1010.1
2019-04-03,18.8846935485388,27.1,23.2,32.8,115.0,7.0,1010.4
2019-04-04,12.083730709818065,27.2,24.1,32.0,119.0,6.5,1010.3
2019-04-05,13.026558681830757,26.8,24.2,31.4,120.0,6.2,1010.0
2019-04-06,20.415425139484224,25.9,23.4,32.7,123.0,6.5,1009.9
2019-04-07,20.584174321100388,27.1,21.0,31.4,107.0,7.0,1008.7
2019-04-08,21.07164018220893,27.6,22.5,31.5,105.0,7.0,1008.4
2019-04-09,18.30717183884942,27.8,24.7,32.2,112.0,6.7,1009.0
2019-04-10,19.67692971884389,27.9,24.3,32.3,123.0,6.6,1009.0
2019-04-11,21.444610019193817,28.0,24.5,32.4,107.0,6.3,1008.7
2019-04-12,25.133558171292364,27.9,24.8,32.3,101.0,5.8,1009.2
2019-04-13,24.505582160679,28.0,24.8,33.4,122.0,6.7,1009.6
2019-04-14,22.21979946963717,27.1,24.7,32.0,109.0,6.3,1010.0
2019-04-15,21.8745131160762,28.1,24.2,31.8,129.0,6.6,1009.6
2019-04-16,21.34525914068045,28.1,24.4,32.4,129.0,5.9,1009.9
2019-04-17,20.59663020037811,27.9,24.5,33.1,114.0,6.9,1010.3
2019-04-18,20.59663020037811,27.9,23.5,33.1,126.0,9.0,1010.2
2019-04-19,20.59663020037811,28.4,23.3,33.6,126.0,8.9,1009.0
2019-04-20,20.59663020037811,28.1,23.8,33.8,129.0,10.0,1008.7
2019-04-21,20.59663020037811,28.4,23.9,33.8,128.0,9.7,1008.2
2019-04-22,20.59663020037811,28.6,24.4,34.6,130.0,10.5,1007.8
2019-04-23,20.59663020037811,28.4,23.6,33.8,129.0,10.8,1008.2
