READ_DATE,KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres,Tavg,RH_avg,RR,ss,KWH_EXP_MA,KWH_EXP_ES,trend_ma,cycle_ma
2019-01-14,60.05987450907145,26.7,23.2,31.3,127.0,6.2,1007.0,26.3,86.0,12.8,9.5,67.55975186084197,72.89283425396923,54.785037243110885,12.774714617731085
2019-01-15,68.76860003321129,26.3,23.6,30.8,134.0,5.5,1006.4,26.1,87.0,23.8,9.2,67.55975186084197,63.70741384124444,54.789588218391486,12.770163642450484
2019-01-16,75.74247580696345,25.0,23.4,29.6,165.0,4.9,1006.8,25.6,91.0,34.8,5.6,67.55975186084197,68.79317511340543,54.79413920580112,12.765612655040847
2019-01-17,62.21799087660499,25.3,23.4,30.0,108.0,4.8,1007.5,25.4,91.0,22.3,1.1,67.55975186084197,72.36246080670446,54.798690207070905,12.761061653771065
2019-01-18,73.71951316915509,25.9,23.4,29.6,201.0,6.4,1007.4,26.0,90.0,104.0,0.5,67.55975186084197,67.86951496193939,54.803241224047035,12.756510636794935
2019-01-19,76.43572513346108,27.7,23.6,31.5,347.0,5.7,1007.7,27.2,88.0,0.6,3.8,67.55975186084197,72.60143566168358,54.80779225869078,12.751959602151189
2019-01-20,76.64544268068175,26.2,24.4,30.6,91.0,6.5,1007.8,26.2,90.0,0.0,6.4,67.55975186084197,79.71987090825671,54.812343313078415,12.747408547763555
2019-01-21,81.24125168379213,26.9,24.1,32.1,119.0,5.9,1007.1,26.7,89.0,25.7,5.3,67.55975186084197,78.58487488543044,54.81689438940117,12.7428574714408
2019-01-22,57.2793146380529,26.1,23.8,31.8,35.0,6.1,1006.6,26.3,88.0,41.0,6.9,67.55975186084197,78.5761160017763,54.82144548996518,12.738306370876792
2019-01-23,74.49853070144336,26.6,24.0,28.8,294.0,7.7,1007.2,26.4,86.0,37.6,0.5,67.55975186084197,67.89534851824136,54.82599661719148,12.733755243650492
2019-01-24,64.50156653016187,26.4,24.6,30.6,312.0,10.6,1007.1,27.4,74.0,0.2,0.0,67.55975186084197,71.10895659289973,54.83054777361589,12.72920408722608
2019-01-25,57.59389416126336,27.0,23.7,29.9,307.0,10.5,1007.4,27.6,82.0,7.3,3.1,67.55975186084197,67.32007655018492,54.83509896188905,12.724652898952918
2019-01-26,60.6485921370564,27.6,24.4,30.2,310.0,10.8,1008.0,27.7,86.0,0.2,4.9,67.55975186084197,61.97181857813577,54.839650184776325,12.720101676065646
2019-01-27,56.88232275158055,26.9,24.6,30.0,307.0,14.1,1008.1,26.5,87.0,21.0,10.1,67.55975186084197,61.12025601211272,54.844201445157786,12.715550415684184
2019-01-28,42.52089915388564,25.9,25.5,28.6,310.0,11.6,1008.8,26.4,90.0,19.6,1.2,67.55975186084197,57.76187943839551,54.848752746028175,12.710999114813795
2019-01-29,57.27834938911256,26.2,23.4,29.0,309.0,7.8,1009.7,26.0,91.0,11.5,0.8,67.55975186084197,50.0768536148597,54.85330409049685,12.706447770345122
2019-01-30,57.27834938911256,26.1,23.4,30.1,78.0,6.2,1010.3,25.7,88.0,1.2,5.1,67.55975186084197,57.25278633563017,54.85785548178774,12.701896379054233
2019-01-31,57.27834938911256,27.2,23.4,30.6,42.0,5.3,1010.3,26.8,85.0,11.8,6.2,67.18371326609866,57.68781509392947,54.86240692323935,12.321306342859316
2019-02-01,57.27834938911256,26.2,24.1,30.5,253.0,7.1,1009.9,25.9,89.0,0.2,5.9,66.5779424354046,57.57381831669845,54.86695841830466,11.710984017099932
2019-02-02,57.27834938911256,26.5,23.3,30.6,76.0,6.6,1009.8,26.3,89.0,9.9,5.5,66.849264811157,56.72020313457496,54.871509970547784,11.977754840609215
2019-02-03,57.27834938911256,27.5,24.0,30.5,89.0,7.2,1009.9,26.7,86.0,11.3,6.4,66.14123930130093,57.3013412525357,54.87606158363837,11.26517771766256
2019-02-04,55.122827907120886,26.4,24.0,30.7,308.0,7.8,1009.9,26.1,91.0,0.0,9.3,65.22636414070921,62.03134156301764,54.880613261354064,10.345750879355144
2019-02-05,56.16458713771711,26.4,24.0,30.6,315.0,6.8,1009.5,26.2,90.0,17.0,5.8,64.57778132448695,53.96293056788327,54.885165007574045,9.692616316912904
2019-02-06,45.72649940806011,25.8,24.0,30.2,331.0,6.4,1009.2,25.9,91.0,6.0,5.7,63.56137479682463,53.919509932353705,54.88971682627075,8.67165797055388
2019-02-07,32.4809524799904,26.4,23.5,29.6,136.0,5.5,1009.8,26.1,90.0,21.3,3.0,62.28159709060856,45.602625548256185,54.894268721504,7.387328369104559
2019-02-08,38.07131463744461,26.6,23.7,31.5,120.0,5.9,1010.0,26.8,85.0,1.0,5.4,61.1429033465155,39.216818440789595,54.8988206974118,6.244082649103703
2019-02-09,41.43541983681919,26.9,24.2,30.4,123.0,6.8,1010.0,27.2,85.0,0.1,4.2,60.605200772446274,41.756776017999016,54.9033727581988,5.701828014247475
2019-02-10,48.13600275036158,27.4,23.2,31.2,117.0,6.4,1011.1,26.9,82.0,1.3,7.4,60.057171500705266,45.67019282504235,54.90792490812591,5.1492465925793525
2019-02-11,49.060710471846505,27.1,23.8,31.0,105.0,5.9,1011.9,26.7,87.0,0.0,7.7,59.303635992338286,44.921612973458146,54.9124771515055,4.391158840832787
2019-02-12,40.27537826562849,25.8,24.1,29.3,107.0,5.6,1012.3,26.0,92.0,128.0,6.4,57.963326106534986,45.94201638449477,54.91702949269631,3.0462966138386776
2019-02-13,45.183489863751255,25.5,23.7,28.6,356.0,5.8,1013.1,25.4,95.0,73.1,1.7,57.46744661835764,40.890528709601114,54.92158193609668,2.5458646822609623
2019-02-14,45.68231387938073,27.0,23.4,30.5,92.0,6.8,1012.0,26.5,86.0,12.0,0.0,56.69790374656329,49.61793868651118,54.92613448613238,1.7717692604309079
2019-02-15,43.686625596111305,26.8,24.0,31.0,125.0,7.8,1011.8,26.0,85.0,0.0,10.1,55.629375406201554,47.79481011462123,54.930687147252144,0.6986882589494101
2019-02-16,49.43891785837405,27.7,23.1,31.2,126.0,7.6,1011.6,27.2,81.0,3.0,9.5,55.20340630559385,39.015414090782535,54.93523992392064,0.26816638167321116
2019-02-17,51.04586066102477,27.9,24.0,30.9,268.0,7.5,1011.0,27.3,81.0,0.0,11.4,54.447617888656175,48.91459027984469,54.93979282060884,-0.49217493195266115
2019-02-18,47.95694921138686,26.2,24.3,30.8,139.0,6.6,1011.4,26.8,90.0,4.5,9.4,53.49832535792037,50.825676262190626,54.94434584179012,-1.446020483869745
2019-02-19,29.333497795759413,27.0,23.7,30.6,308.0,7.2,1012.0,26.7,86.0,2.25,2.5,51.92126052842296,47.49357826784037,54.948898991933426,-3.0276384635104634
2019-02-20,46.682497608928976,27.2,23.5,31.2,185.0,7.7,1012.5,26.7,84.0,0.0,7.6,50.76930205926086,38.68842306040897,54.953452275494676,-4.184150216233817
2019-02-21,52.38816755353256,26.7,24.0,30.4,57.0,6.9,1012.1,26.8,85.0,0.0,6.8,50.60626382311018,45.06817859824723,54.95800569690247,-4.351741873792285
2019-02-22,35.96662412124694,26.7,23.3,31.0,122.0,7.2,1011.1,26.5,85.0,0.0,6.7,49.32186693710363,46.41690480354798,54.96255926054766,-5.6406923234440285
2019-02-23,46.57605638987948,26.9,23.1,32.2,133.0,7.3,1009.8,26.7,83.0,0.0,7.0,48.72434993242755,39.13358863243254,54.967112970781905,-6.242763038354354
2019-02-24,56.92294073999295,28.2,23.2,32.6,125.0,7.8,1008.9,27.3,82.0,0.0,9.3,48.701984818385206,47.6960158592615,54.971666831906,-6.269682013520793
2019-02-25,51.72780097647649,28.3,24.0,32.3,131.0,7.1,1010.2,28.0,80.0,0.0,10.8,48.404625113032544,53.28720798530638,54.976220848164466,-6.571595735131922
2019-02-26,46.88681172582664,29.1,24.5,35.0,130.0,7.5,1009.4,28.6,79.0,0.0,10.9,48.071441412174075,50.34301986435012,54.9807750237453,-6.909333611571228
2019-02-27,37.094727007054296,28.5,24.5,34.0,126.0,7.3,1007.9,28.7,78.0,0.0,11.6,47.8905690072797,45.687231053155045,54.98532936277727,-7.09476035549757
2019-02-28,22.03651299341444,28.2,24.8,33.2,120.0,7.2,1008.2,28.0,83.0,0.0,11.6,46.7158411274231,38.34574439136853,54.98988386932684,-8.274042741903742
2019-03-01,27.59465191662213,28.3,24.8,32.8,81.0,7.1,1008.5,28.0,80.0,0.0,6.1,45.72638454500675,31.5317375529891,54.99443854739652,-9.268054002389768
2019-03-02,28.089982569541107,28.4,24.4,32.6,100.0,6.7,1008.5,27.8,82.0,0.0,8.9,44.75343898435437,24.863884064914256,54.998993400914244,-10.245554416559877
2019-03-03,17.17292104495359,27.2,24.7,31.6,112.0,7.1,1008.2,27.4,83.0,6.15,8.4,43.4165913728824,23.51632336439458,55.003548433724426,-11.586957060842025
2019-03-04,14.76158672660778,27.1,24.0,31.6,139.0,7.7,1008.3,26.8,86.0,12.3,9.6,41.99936595079891,21.936362217394027,55.0081036495791,-13.008737698780187
2019-03-05,23.13461634494013,27.9,24.4,31.6,105.0,6.3,1008.3,27.2,85.0,0.0,8.9,40.86124151599316,22.762964557326892,55.01265905212587,-14.151417536132712
2019-03-06,14.776325952137537,26.2,24.2,30.0,15.0,7.4,1009.2,26.2,90.0,1.4,7.3,39.516358117493716,19.793101903890104,55.0172146448951,-15.500856527401382
2019-03-07,14.15859128381948,25.4,24.0,28.7,344.0,5.7,1010.0,25.2,92.0,18.7,2.2,38.11615825569712,15.097460247470467,55.021770431289575,-16.905612175592452
2019-03-08,11.561205025512942,27.2,23.4,31.8,100.0,4.9,1010.2,26.6,83.0,18.4,0.0,36.97731510961221,12.135266823968202,55.02632641457238,-18.049011304960167
2019-03-09,10.166690204085109,27.2,24.1,31.2,117.0,6.5,1010.4,27.0,83.0,0.0,4.1,36.23350636708205,11.938078901809318,55.03088259785416,-18.79737623077211
2019-03-10,10.166690204085109,27.8,23.4,31.8,149.0,7.1,1010.2,27.3,78.0,0.0,6.1,35.3033522193034,9.678268074373673,55.03543898408285,-19.732086764779453
2019-03-11,15.875951414209617,27.4,23.4,32.0,169.0,7.8,1009.7,27.1,82.0,3.5,10.8,34.451369938549746,10.358182670697282,55.03999557603695,-20.588625637487205
2019-03-12,20.489085546389976,27.8,23.7,31.6,117.0,6.9,1010.3,27.4,81.0,0.0,8.5,33.52980603175069,19.117080097731623,55.044552376317014,-21.514746344566326
2019-03-13,20.223791358075648,25.8,23.9,30.7,138.0,6.4,1011.1,26.3,86.0,0.0,9.7,32.56857539462499,23.6861586780235,55.04910938733805,-22.480533992713056
2019-03-14,28.50742881889485,27.0,23.4,31.7,135.0,6.7,1010.6,29.3,81.0,29.5,5.4,32.176310413067206,22.085098476356364,55.053666611321106,-22.8773561982539
