READ_DATE,KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres
2019-06-15,0.7964799753277948,26.6,23.2,33.0,135.0,13.7,1011.0
2019-06-16,0.7964799753277948,26.0,21.2,32.0,132.0,10.7,1011.6
2019-06-17,0.6557582681197124,25.6,20.9,32.9,133.0,12.0,1012.2
2019-06-18,0.5083863124897052,25.8,20.0,32.8,124.0,8.4,1011.5
2019-06-19,0.3479601939545031,25.7,21.3,32.9,124.0,8.5,1011.0
2019-06-20,0.5897502665721798,25.5,21.7,32.2,122.0,8.6,1011.1
2019-06-21,0.5250480159639972,25.8,18.6,32.2,114.0,7.9,1010.1
2019-06-22,0.4961573385980684,26.0,21.4,31.2,129.0,9.4,1009.7
2019-06-23,0.9479565559150278,25.7,20.4,32.8,122.0,9.4,1010.5
2019-06-24,0.728618820561353,26.3,19.8,32.7,134.0,8.7,1011.9
2019-06-25,0.5888798008873243,26.4,21.5,33.6,131.0,11.6,1012.8
2019-06-26,0.5796787465347397,25.6,20.0,33.6,120.0,9.8,1012.0
2019-06-27,0.5315676602052376,25.3,20.0,32.2,121.0,10.1,1011.9
2019-06-28,0.5187272362888007,24.7,19.2,31.7,133.0,13.3,1012.6
2019-06-29,0.5522253093835594,24.6,20.1,31.3,137.0,13.5,1012.1
2019-06-30,0.5522253093835594,25.6,19.2,31.2,124.0,9.3,1011.4
2019-07-01,0.5522253093835594,26.9,21.7,33.1,124.0,10.1,1011.4
2019-07-02,0.5500034919992279,27.6,23.0,32.8,131.0,8.8,1010.8
2019-07-03,0.8122369294241448,27.3,24.4,32.8,125.0,8.7,1011.1
2019-07-04,1.208235565277181,26.8,23.6,32.6,113.0,7.7,1012.0
2019-07-05,0.928531243578028,26.3,21.9,32.6,111.0,8.2,1011.7
2019-07-06,0.6876620525602964,24.7,20.6,32.7,131.0,12.5,1011.4
2019-07-07,0.6876620525602964,24.8,17.2,31.8,126.0,11.4,1012.7
2019-07-08,0.6902599826784187,25.1,19.2,31.6,128.0,11.0,1013.7
2019-07-09,0.6918187407492921,25.7,20.3,31.6,132.0,11.2,1012.7
2019-07-10,0.7157688375518833,25.7,21.6,32.2,129.0,11.0,1012.7
2019-07-11,0.9348291960458592,26.4,19.8,32.2,127.0,10.2,1013.6
2019-07-12,1.223920923381744,25.9,21.9,33.3,128.0,10.5,1013.7
2019-07-13,1.223877597432251,25.0,20.9,32.8,135.0,13.1,1013.1
2019-07-14,1.2267597122908118,25.8,19.6,32.2,129.0,10.8,1012.4
2019-07-15,0.9637709090429766,26.2,20.5,32.4,134.0,12.8,1011.8
2019-07-16,1.0139654234286517,25.9,19.8,32.4,133.0,14.2,1011.9
2019-07-17,0.9047761433128796,26.3,21.6,30.7,134.0,13.1,1010.5
2019-07-18,0.6216677791477957,26.3,21.9,33.0,128.0,10.6,1010.0
2019-07-19,1.026136148856818,27.0,22.8,32.9,127.0,9.4,1009.8
2019-07-20,0.7462112935386694,27.1,23.1,33.8,125.0,10.6,1010.6
2019-07-21,1.2335133224985688,26.3,20.7,32.6,127.0,9.9,1010.3
2019-07-22,1.2335133224985688,25.6,21.1,32.6,126.0,10.6,1010.5
2019-07-23,1.2335133224985688,24.5,20.1,33.6,132.0,10.1,1010.7
2019-07-24,1.2335133224985688,26.5,18.2,33.0,124.0,9.0,1012.4
2019-07-25,1.2335133224985688,25.6,20.4,32.4,135.0,12.5,1013.2
2019-07-26,1.2335133224985688,25.9,19.6,33.0,118.0,9.8,1012.0
2019-07-27,1.2335133224985688,25.7,21.2,33.4,119.0,9.7,1011.8
2019-07-28,1.2335133224985688,25.8,19.6,33.2,125.0,9.3,1012.3
2019-07-29,1.2335133224985688,26.2,20.2,32.6,129.0,11.2,1012.3
2019-07-30,1.2335133224985688,26.5,19.9,32.7,134.0,13.4,1012.1
2019-07-31,1.2358028102499512,26.3,21.8,33.1,130.0,11.5,1012.4
2019-08-01,0.9231394419955976,26.6,20.6,33.1,127.0,11.4,1012.6
2019-08-02,0.8915008715955128,26.4,21.2,33.1,132.0,13.1,1013.1
2019-08-03,0.9571196334739384,25.6,20.4,32.1,140.0,14.3,1012.8
2019-08-04,0.9550741856728784,23.1,20.2,31.1,136.0,12.7,1012.5
2019-08-05,0.9330436407796672,25.6,18.8,32.2,127.0,10.5,1011.8
2019-08-06,1.9360589049672896,25.8,20.3,32.4,127.0,9.6,1010.9
2019-08-07,6.554389255231697,26.0,20.1,32.5,129.0,11.6,1010.5
2019-08-08,7.50101416454178,26.4,20.4,32.4,133.0,11.1,1011.0
2019-08-09,7.499167223835823,26.3,21.0,33.1,132.0,11.4,1011.3
2019-08-10,7.51160246291241,26.2,21.9,32.6,120.0,9.5,1011.4
2019-08-11,7.538472576646453,27.1,20.2,33.5,119.0,8.2,1011.3
2019-08-12,7.410167898761247,27.7,23.3,33.1,112.0,8.0,1011.7
2019-08-13,7.518050390427821,27.3,22.8,32.8,128.0,8.1,1011.9
2019-08-14,7.466493493943946,26.8,22.4,33.2,124.0,8.5,1012.6
2019-08-15,7.401503583002892,25.8,21.7,33.7,118.0,9.2,1013.2
2019-08-16,7.573728671137495,26.6,20.0,33.4,123.0,10.3,1013.0
2019-08-17,4.884047348217197,26.6,21.0,32.8,130.0,12.4,1013.5
2019-08-18,4.254054261520718,26.8,21.0,32.3,133.0,13.1,1013.1
2019-08-19,3.943655715248981,27.1,22.2,33.0,127.0,13.0,1012.9
2019-08-20,3.941046220812229,27.5,22.5,34.2,129.0,12.2,1012.4
2019-08-21,4.269250611965529,27.1,21.0,32.8,124.0,9.6,1011.1
2019-08-22,4.017487722103431,26.9,21.6,33.8,124.0,11.1,1012.6
2019-08-23,3.374394963766063,27.1,21.8,32.9,124.0,12.0,1012.8
2019-08-24,4.18600945394197,27.7,22.8,33.2,125.0,11.6,1012.1
2019-08-25,4.1596171067197005,26.9,23.2,33.8,123.0,10.6,1011.5
2019-08-26,4.0347389336918384,26.6,22.2,33.2,112.0,9.6,1011.3
2019-08-27,4.17917987504255,26.2,21.0,33.0,109.0,9.4,1011.9
2019-08-28,4.300808955053232,26.5,21.0,33.7,123.0,9.9,1012.6
2019-08-29,4.795765499996724,26.4,20.8,33.3,117.0,10.0,1012.4
2019-08-30,4.291937207552996,26.5,20.8,34.1,120.0,12.1,1011.3
2019-08-31,4.303749256433892,26.8,21.1,33.8,130.0,11.6,1010.6
2019-09-01,4.29316331343581,26.3,20.8,33.4,120.0,10.5,1011.4
2019-09-02,4.756479818272992,25.8,21.3,34.0,120.0,9.1,1011.6
2019-09-03,4.241196498025963,25.8,18.6,33.7,113.0,9.4,1011.4
2019-09-04,4.2601555026070255,25.8,20.0,31.8,118.0,8.9,1012.3
2019-09-05,4.229905247619875,26.3,20.0,33.1,121.0,9.5,1011.8
2019-09-06,4.643064852614942,26.8,21.0,33.1,119.0,9.6,1011.9
2019-09-07,5.64471535072724,26.9,22.0,32.3,124.0,9.8,1012.6
2019-09-08,6.119612359652486,27.4,22.9,33.6,117.0,9.7,1012.8
2019-09-09,5.6516758379532535,26.8,22.3,34.0,125.0,9.8,1012.7
2019-09-10,5.629960442089556,27.5,21.0,35.5,144.0,12.4,1013.2
2019-09-11,6.281676283407528,27.1,20.8,33.8,136.0,11.7,1013.7
2019-09-12,5.284102576085308,26.4,19.8,32.1,128.0,10.8,1013.9
2019-09-13,5.650973108465114,27.3,21.4,33.3,122.0,9.4,1013.2
2019-09-14,6.025836322453901,26.8,22.2,34.2,122.0,10.0,1013.0
2019-09-15,6.539445041221494,26.8,22.1,33.2,118.0,9.1,1012.0
2019-09-16,6.1828776818970645,27.2,20.5,31.9,114.0,8.7,1011.3
2019-09-17,5.972934001195552,27.0,22.8,32.5,119.0,10.0,1012.1
2019-09-18,5.9530609937548284,26.8,22.0,34.4,124.0,10.8,1012.9
2019-09-19,6.369137974192683,26.9,21.4,33.7,115.0,9.5,1012.5
2019-09-20,6.373244555692078,27.6,22.9,35.2,134.0,10.1,1011.7
2019-09-21,7.067572280742311,27.0,21.1,34.8,131.0,9.0,1011.5
2019-09-22,6.525831698438392,27.1,21.6,34.7,134.0,9.3,1012.3
2019-09-23,6.010123000921908,27.7,21.8,33.4,120.0,8.9,1012.8
2019-09-24,5.269327683128361,27.9,23.0,34.6,108.0,9.3,1012.6
2019-09-25,5.467880947316524,29.4,23.8,35.7,141.0,12.9,1012.1
2019-09-26,5.952314203998497,27.5,23.4,34.0,152.0,9.9,1012.3
2019-09-27,5.806854441870197,28.6,23.2,35.6,144.0,10.5,1012.7
2019-09-28,6.10926693610001,28.7,23.4,35.6,132.0,11.1,1012.4
2019-09-29,5.955698040011061,28.2,23.1,35.0,136.0,10.1,1012.2
2019-09-30,5.823766148055324,28.3,23.3,36.0,137.0,10.6,1012.4
2019-10-01,6.209199158873321,28.9,23.0,36.4,130.0,10.9,1011.9
2019-10-02,6.1484036795702,28.4,23.0,34.5,129.0,8.4,1012.0
2019-10-03,6.240914190204563,27.8,23.4,35.8,123.0,9.8,1011.9
2019-10-04,6.914853076636274,28.8,22.4,37.4,139.0,11.5,1011.6
2019-10-05,6.297821585584035,27.3,21.5,33.5,146.0,11.2,1010.8
2019-10-06,6.647821450075291,27.4,22.7,35.4,130.0,8.9,1010.9
2019-10-07,7.291432504177377,27.7,22.0,35.8,134.0,9.7,1010.5
2019-10-08,6.986191697841203,27.7,22.2,33.7,152.0,9.9,1010.3
2019-10-09,6.704535058879603,27.5,22.4,34.8,120.0,9.5,1010.5
2019-10-10,8.875015448188858,28.3,22.0,33.8,138.0,8.9,1010.6
2019-10-11,8.264082896920351,27.9,23.8,34.4,183.0,9.6,1010.4
2019-10-12,8.518112261782955,28.4,22.5,36.4,157.0,9.3,1009.5
2019-10-13,9.141941360368234,28.1,23.4,35.0,132.0,9.9,1009.9
2019-10-14,8.67492779523572,27.8,22.0,36.2,144.0,10.0,1010.2
2019-10-15,8.028044140716789,28.4,21.8,36.7,138.0,9.3,1010.1
2019-10-16,7.177917449562823,27.4,22.0,34.2,150.0,9.3,1010.2
2019-10-17,7.407847990579753,27.8,21.4,36.0,149.0,9.2,1009.8
2019-10-18,8.203469351935762,28.7,22.7,35.8,133.0,9.1,1009.7
2019-10-19,7.8714324358948575,28.1,23.2,36.2,101.0,9.2,1010.5
2019-10-20,8.022280734308277,28.8,22.8,34.4,104.0,10.2,1010.6
2019-10-21,7.547585580842782,28.6,24.8,37.8,138.0,10.3,1009.7
2019-10-22,8.082536444198466,28.4,22.6,34.5,152.0,9.8,1008.6
2019-10-23,8.285378888570401,28.0,21.9,37.4,169.0,9.5,1008.9
2019-10-24,8.291627102641579,28.3,22.5,34.8,137.0,8.8,1009.3
2019-10-25,8.240353235178553,28.8,23.7,36.3,136.0,9.3,1009.6
2019-10-26,7.977054762776752,28.7,23.9,36.9,114.0,9.6,1009.1
2019-10-27,8.286616309578237,29.5,24.2,37.0,136.0,9.9,1008.3
2019-10-28,8.177806337423526,28.9,23.8,35.4,128.0,10.1,1008.5
2019-10-29,8.771710891848448,28.8,23.4,35.2,143.0,10.1,1008.8
2019-10-30,8.232222546266442,28.6,24.4,36.8,143.0,10.1,1008.6
2019-10-31,8.17554756852459,29.4,24.5,36.7,135.0,9.5,1007.8
2019-11-01,8.49960908972992,28.9,25.3,36.0,143.0,8.2,1008.3
2019-11-02,8.464805010003916,27.6,24.2,35.6,147.0,8.2,1008.8
2019-11-03,8.44311292880927,28.9,24.7,35.0,151.0,9.4,1009.9
2019-11-04,8.918679824869907,29.1,25.0,35.4,150.0,11.3,1010.7
2019-11-05,9.21250047818378,28.6,24.2,34.2,175.0,10.3,1009.6
2019-11-06,9.48151230808754,29.1,23.2,35.2,159.0,9.3,1008.5
2019-11-07,9.111303571626484,30.3,24.8,34.4,158.0,8.9,1008.7
2019-11-08,9.57213768018988,29.9,25.8,35.8,143.0,9.5,1009.8
2019-11-09,10.674530254711469,30.1,25.5,36.6,154.0,9.4,1010.1
2019-11-10,9.697528372612908,29.4,25.4,35.6,160.0,9.2,1009.4
2019-11-11,4.955044470946682,29.5,25.4,35.4,149.0,8.8,1008.9
2019-11-12,8.583804159248752,29.7,25.8,34.8,139.0,8.6,1009.7
2019-11-13,10.475931624417402,29.4,25.6,36.0,122.0,9.5,1010.3
2019-11-14,9.806795976014447,28.3,25.3,34.6,157.0,11.1,1009.7
2019-11-15,9.616252795847087,28.2,21.8,33.4,142.0,8.9,1009.0
2019-11-16,9.62852590008502,29.5,23.4,33.8,163.0,8.8,1009.7
2019-11-17,9.5678415507349,29.6,24.8,36.7,140.0,9.2,1010.1
2019-11-18,9.602964112470978,29.7,24.8,36.9,135.0,9.3,1009.4
2019-11-19,9.386809838655784,29.3,25.0,35.0,142.0,9.7,1008.7
2019-11-20,9.598859304642644,28.6,24.9,34.0,156.0,8.8,1008.6
2019-11-21,8.269764676312569,29.6,23.0,35.0,126.0,8.8,1008.8
2019-11-22,9.514027978169612,28.7,25.5,33.8,126.0,9.3,1009.6
2019-11-23,8.992147465356567,27.9,24.1,35.0,135.0,7.4,1009.3
2019-11-24,9.829171810747134,29.4,23.2,35.8,140.0,8.2,1009.2
2019-11-25,8.537197797566039,28.9,25.3,33.0,126.0,8.0,1008.8
2019-11-26,9.859987176677157,28.7,24.4,33.0,119.0,8.4,1008.0
2019-11-27,9.337991841858996,28.3,25.0,33.7,142.0,8.1,1008.1
2019-11-28,8.839542145693619,29.2,24.7,35.2,144.0,8.4,1008.1
2019-11-29,9.55256286418634,29.7,25.2,35.4,130.0,9.3,1007.8
2019-11-30,10.176235558097028,28.7,25.2,35.5,136.0,9.2,1008.2
2019-12-01,10.323767020836833,30.2,25.1,36.8,129.0,10.0,1007.6
2019-12-02,10.280537258298654,30.2,24.1,33.7,148.0,8.7,1006.7
2019-12-03,10.09562157424556,29.7,25.6,33.3,82.0,8.1,1007.3
2019-12-04,8.099458833754873,29.0,25.6,36.4,122.0,7.6,1008.7
2019-12-05,7.951097002326892,29.0,25.4,34.4,135.0,8.2,1009.4
2019-12-06,7.859010817208907,29.6,25.2,34.4,124.0,8.6,1009.2
2019-12-07,9.21021487409764,29.2,25.6,35.6,128.0,7.9,1009.2
2019-12-08,8.592358368945973,30.4,25.3,36.4,147.0,8.9,1009.3
2019-12-09,8.227580265723217,28.9,24.6,34.4,106.0,11.4,1008.8
2019-12-10,8.181662459086262,28.7,23.8,34.0,98.0,8.3,1008.5
2019-12-11,8.186796445495508,28.2,24.7,35.0,127.0,8.8,1008.3
2019-12-12,8.051598472269607,28.1,24.2,33.3,118.0,7.7,1008.2
2019-12-13,7.731053097826407,28.5,24.6,34.4,129.0,8.0,1009.1
2019-12-14,7.956639978784989,28.8,25.2,33.0,145.0,7.7,1009.1
2019-12-15,8.163704779273855,26.9,25.0,32.4,115.0,7.6,1008.3
2019-12-16,8.891974043221744,26.8,24.5,34.6,139.0,6.3,1008.0
2019-12-17,8.891974043221744,28.4,24.0,33.8,129.0,7.5,1008.1
2019-12-18,8.866129422646916,28.3,24.7,32.5,116.0,8.4,1008.4
2019-12-19,7.822431937403876,28.3,24.5,32.3,129.0,7.3,1008.5
2019-12-20,8.123293118290642,28.2,24.5,32.4,100.0,7.5,1008.1
2019-12-21,7.815097376097197,27.7,24.6,34.0,141.0,7.5,1007.7
2019-12-22,7.295721096203451,27.8,23.2,34.2,123.0,7.2,1007.7
2019-12-23,5.156516268681571,29.1,24.2,33.4,122.0,7.2,1008.8
2019-12-24,2.661638118055974,27.7,25.0,33.7,122.0,7.5,1008.8
2019-12-25,0.9441696922815482,26.9,23.7,34.4,147.0,7.1,1008.4
2019-12-26,0.9638419569486764,27.4,23.4,34.4,118.0,7.0,1008.8
2019-12-27,1.3030098571298876,29.1,24.6,34.4,87.0,7.9,1008.4
2019-12-28,1.022352683659662,29.1,25.2,32.3,21.0,7.9,1008.4
2019-12-29,1.012724673691364,26.8,25.2,32.4,78.0,7.3,1009.4
2019-12-30,1.168174602345285,27.8,23.9,32.6,120.0,6.9,1009.4
2019-12-31,1.0417583668047905,28.0,24.9,34.4,112.0,6.8,1009.3
2020-01-01,1.3314034566545747,26.9,23.4,31.2,349.0,8.1,1010.1
2020-01-02,1.1222493399422724,27.1,24.2,31.4,278.0,5.9,1010.9
2020-01-03,1.046164572933058,27.7,24.2,31.5,322.0,6.9,1008.6
2020-01-04,0.814302428146158,25.6,24.5,29.3,313.0,12.2,1005.8
2020-01-05,0.7642624415321824,27.8,24.6,32.4,303.0,9.9,1005.9
2020-01-06,1.070612906964544,27.8,24.0,31.4,314.0,8.7,1006.6
2020-01-07,0.8641575399627449,27.3,24.5,31.2,314.0,7.0,1006.6
2020-01-08,0.9299450870695956,25.9,23.6,31.0,305.0,8.2,1007.0
2020-01-09,0.9159606788296074,27.4,24.0,32.4,40.0,5.7,1006.7
2020-01-10,0.7593886948499615,27.7,22.2,31.3,137.0,7.7,1006.4
2020-01-11,0.7562287254550536,27.5,22.7,32.6,146.0,5.6,1006.6
2020-01-12,0.6732871061502917,27.5,24.5,31.8,10.0,6.5,1005.7
2020-01-13,0.9481366268488336,27.7,23.8,31.4,322.0,8.1,1005.5
2020-01-14,0.8634442927094864,27.9,24.2,32.6,322.0,6.6,1007.9
2020-01-15,0.9113042029302912,27.4,24.4,33.4,138.0,6.1,1009.1
2020-01-16,0.9102322266083998,27.6,24.5,32.0,145.0,7.4,1009.1
2020-01-17,0.8814482272734034,27.7,22.1,32.1,130.0,8.1,1009.2
2020-01-18,0.8954465605870783,27.7,23.0,31.6,113.0,8.4,1009.3
2020-01-19,0.9387015820603876,27.4,23.4,31.7,133.0,7.9,1009.5
2020-01-20,0.9267387460340354,28.6,23.6,33.0,32.0,7.2,1009.7
2020-01-21,0.8954517057271033,28.4,25.3,31.9,322.0,8.7,1011.0
2020-01-22,0.7998863873608649,28.3,24.4,31.8,289.0,8.2,1010.9
2020-01-23,0.8935363552289767,27.6,24.2,32.4,357.0,7.8,1009.5
2020-01-24,0.8981343573063696,27.3,24.4,31.8,142.0,7.5,1009.7
2020-01-25,0.8845941223638344,28.2,24.0,31.8,110.0,7.6,1009.4
2020-01-26,0.88427029683545,29.1,24.5,32.5,63.0,8.2,1008.9
2020-01-27,0.8659527658701961,29.2,25.4,32.6,105.0,8.5,1008.9
2020-01-28,0.8479341747846286,29.1,24.5,34.2,128.0,8.3,1008.9
2020-01-29,0.7776559682187781,29.1,25.3,32.2,15.0,9.5,1008.6
2020-01-30,0.8648352006135837,27.7,25.9,31.8,359.0,7.6,1008.1
2020-01-31,0.7540947392086164,27.9,24.3,32.1,354.0,7.5,1008.6
2020-02-01,0.7965535314947857,26.9,24.6,32.0,158.0,6.7,1009.6
2020-02-02,0.7769116495847769,27.4,23.5,31.9,106.0,7.3,1010.1
2020-02-03,1.296891919260193,27.6,24.4,32.4,111.0,7.3,1010.2
2020-02-04,0.9861387147656226,28.9,24.0,33.0,109.0,7.3,1009.0
