Tanggal,Tavg,RH_avg,RR,ss
2022-04-23,28.8,76.0,0.0,9.5
2022-04-24,28.0,79.0,23.4,10.7
2022-04-25,28.4,72.0,11.7,10.8
2022-04-26,26.7,74.0,0.0,10.1
2022-04-27,27.3,78.0,0.0,10.2
2022-04-28,27.0,80.0,0.0,10.1
2022-04-29,27.8,85.0,0.0,10.4
2022-04-30,28.7,77.0,0.0,10.6
2022-05-01,28.3,77.0,0.0,10.8
2022-05-02,28.8,74.0,0.0,10.466666666666669
2022-05-03,28.8,72.0,0.0,10.133333333333336
2022-05-04,28.7,76.0,0.0,9.8
2022-05-05,28.2,82.0,0.0,9.7
2022-05-06,27.9,78.0,4.0,5.4
2022-05-07,27.6,83.0,0.0,9.0
2022-05-08,27.1,86.0,0.7,6.6
2022-05-09,27.7,85.0,0.4,7.0
2022-05-10,27.5,79.0,10.5,5.7
2022-05-11,28.2,78.0,0.0,8.5
2022-05-12,28.5,77.0,0.0,10.4
2022-05-13,26.9,88.0,0.0,9.0
2022-05-14,27.7,81.0,0.0,5.9
2022-05-15,27.6,82.0,0.0,10.0
2022-05-16,27.9,78.0,0.0,9.6
2022-05-17,27.8,80.0,0.0,10.4
2022-05-18,27.9,81.0,0.3,5.4
2022-05-19,27.8,84.0,0.3,4.9
2022-05-20,28.4,80.0,1.5,9.1
2022-05-21,27.9,76.0,0.0,9.6
2022-05-22,27.4,73.0,0.0,10.7
2022-05-23,28.2,72.0,0.0,9.2
2022-05-24,28.2,75.0,0.0,10.7
2022-05-25,27.1,86.0,0.0,10.0
2022-05-26,27.1,84.0,3.2,7.3
2022-05-27,27.1,82.0,0.7,6.7
2022-05-28,27.9,79.0,0.0,0.3
2022-05-29,27.1,83.0,0.0,8.8
2022-05-30,27.4,87.0,1.6,10.1
2022-05-31,27.3,84.0,1.0,7.7
2022-06-01,27.1,79.0,0.0,10.5
2022-06-02,26.8,86.0,1.2,8.6
2022-06-03,27.2,81.0,6.1,6.0
2022-06-04,27.1,78.0,0.4,8.9
2022-06-05,27.5,79.0,0.0,4.1
2022-06-06,27.8,78.0,5.1,9.8
2022-06-07,26.9,82.0,0.0,9.9
2022-06-08,27.4,80.0,24.0,7.9
2022-06-09,27.4,82.0,4.9,9.9
2022-06-10,28.0,78.0,0.0,8.9
2022-06-11,28.2,78.0,0.0,9.8
2022-06-12,27.8,81.0,0.0,10.1
2022-06-13,26.8,82.0,0.0,6.6
2022-06-14,27.7,78.0,0.0,8.0
2022-06-15,27.3,80.0,0.0,9.4
2022-06-16,27.9,76.0,0.0,7.8
2022-06-17,28.1,74.0,0.0,8.8
2022-06-18,27.5,77.0,0.0,10.6
2022-06-19,27.1,79.0,0.0,7.3
2022-06-20,28.1,72.0,0.0,4.6
2022-06-21,26.5,68.0,0.0,10.1
2022-06-22,27.7,70.0,0.0,10.8
2022-06-23,27.1,71.0,0.0,10.6
2022-06-24,27.3,73.0,0.0,10.4
2022-06-25,27.5,74.0,0.0,7.5
2022-06-26,27.9,74.0,0.0,8.6
2022-06-27,27.2,72.0,0.0,6.1
2022-06-28,26.8,78.0,0.0,10.7
2022-06-29,26.7,74.0,0.0,7.4
2022-06-30,27.5,75.0,0.0,9.7
2022-07-01,27.9,69.0,0.0,10.5
2022-07-02,28.5,74.0,0.0,5.4
2022-07-03,27.7,82.0,0.0,8.3
2022-07-04,27.8,80.0,0.0,7.9
2022-07-05,27.0,79.0,2.3,9.3
2022-07-06,26.2,74.0,1.15,9.6
2022-07-07,26.1,67.0,0.0,8.0
2022-07-08,24.4,66.0,0.0,9.1
2022-07-09,25.6,76.0,0.0,10.5
2022-07-10,27.9,72.0,0.0,8.5
2022-07-11,27.5,74.0,0.0,9.7
2022-07-12,27.3,76.0,0.0,7.4
2022-07-13,26.7,72.0,0.0,9.1
2022-07-14,26.3,74.0,0.0,10.6
2022-07-15,26.4,72.0,0.0,10.6
2022-07-16,26.1,78.0,0.0,9.0
2022-07-17,27.7,72.0,0.0,4.6
2022-07-18,26.2,72.0,0.0,9.4
2022-07-19,25.7,71.0,0.0,10.0
2022-07-20,25.4,71.0,0.0,8.7
2022-07-21,26.9,70.0,0.0,10.4
2022-07-22,27.2,69.0,0.0,10.5
2022-07-23,26.6,70.0,0.0,10.5
2022-07-24,24.8,69.0,0.0,9.4
2022-07-25,25.3,68.0,0.0,10.5
2022-07-26,26.2,71.0,0.0,10.4
2022-07-27,26.6,70.0,0.0,9.7
2022-07-28,25.9,68.0,0.0,11.6
2022-07-29,26.4,67.0,0.0,10.9
2022-07-30,25.4,72.0,0.0,10.6
2022-07-31,25.8,74.0,0.0,10.5
2022-08-01,26.6,77.0,0.0,9.0
2022-08-02,27.7,72.0,0.0,10.7
2022-08-03,27.5,70.0,0.0,10.0
2022-08-04,27.0,64.0,0.0,9.8
2022-08-05,26.1,69.0,0.0,10.0
2022-08-06,26.4,72.0,0.0,7.4
2022-08-07,26.5,71.0,0.0,9.3
2022-08-08,27.2,72.0,10.1,9.45
2022-08-09,27.9,72.0,0.0,9.6
2022-08-10,28.0,73.0,0.0,7.0
2022-08-11,27.7,76.0,0.0,8.5
2022-08-12,27.7,75.0,0.0,5.7
2022-08-13,27.6,80.0,0.0,10.5
2022-08-14,27.5,83.0,3.7,5.4
2022-08-15,28.1,67.0,1.85,7.4
2022-08-16,26.3,72.0,0.0,10.1
2022-08-17,27.3,71.0,0.0,10.3
2022-08-18,27.3,72.0,0.0,9.0
2022-08-19,27.3,60.0,0.0,9.7
2022-08-20,26.2,64.0,0.0,10.6
2022-08-21,26.1,66.0,0.0,10.7
2022-08-22,27.6,62.0,0.0,10.1
2022-08-23,26.3,64.0,10.3,10.35
2022-08-24,27.3,62.0,0.0,10.6
2022-08-25,27.7,64.0,0.0,10.7
2022-08-26,27.2,66.0,0.0,10.8
2022-08-27,26.9,73.0,0.0,9.1
2022-08-28,27.0,76.0,0.0,9.8
2022-08-29,27.4,74.0,0.0,7.4
2022-08-30,28.3,74.0,0.8,8.7
2022-08-31,27.7,74.0,0.0,10.0
2022-09-01,28.1,70.0,0.0,9.4
2022-09-02,28.2,72.0,0.0,9.7
2022-09-03,28.4,71.0,0.0,10.7
2022-09-04,28.0,73.0,0.0,9.4
2022-09-05,27.1,79.0,0.0,7.2
2022-09-06,27.8,77.0,9.6,7.2
2022-09-07,27.0,78.0,0.0,7.2
2022-09-08,27.7,77.0,0.2,7.3
2022-09-09,27.9,76.0,0.0,9.2
2022-09-10,27.8,76.0,0.0,9.9
2022-09-11,27.4,74.0,0.0,8.5
2022-09-12,27.7,74.0,0.0,10.7
2022-09-13,29.1,66.0,0.0,10.8
2022-09-14,28.7,67.0,0.0,10.6
2022-09-15,28.8,66.0,0.0,9.4
2022-09-16,29.3,56.0,0.0,10.3
2022-09-17,27.6,67.0,0.0,8.7
2022-09-18,27.6,69.0,0.0,8.6
2022-09-19,27.6,73.0,0.0,9.4
2022-09-20,28.5,68.0,2.7,9.9
2022-09-21,28.3,72.0,0.0,7.8
2022-09-22,28.6,73.0,9.5,9.9
2022-09-23,28.2,73.0,0.0,9.2
2022-09-24,28.3,77.0,0.0,8.1
2022-09-25,29.0,74.0,0.0,10.7
2022-09-26,29.3,66.0,0.1,9.1
2022-09-27,29.3,66.0,0.0,10.3
2022-09-28,28.4,67.0,0.0,10.9
2022-09-29,27.9,78.0,0.0,10.0
2022-09-30,27.2,79.0,0.0,6.6
2022-10-01,27.4,76.0,0.5,3.3
2022-10-02,28.2,72.0,0.0,7.8
2022-10-03,26.8,81.0,0.0,8.4
2022-10-04,27.4,80.0,1.5,5.4
2022-10-05,27.4,82.0,31.5,6.2
2022-10-06,27.5,81.0,0.2,8.5
2022-10-07,28.5,79.0,39.6,6.8
2022-10-08,29.1,75.0,4.8,7.5
2022-10-09,29.7,74.0,0.0,9.8
2022-10-10,27.6,82.0,0.0,7.1
2022-10-11,27.0,87.0,1.5,7.3
2022-10-12,27.5,79.0,30.6,5.8
2022-10-13,28.6,75.0,0.0,5.2
2022-10-14,27.2,81.0,0.1,7.9
2022-10-15,28.6,75.0,2.5,7.0
2022-10-16,28.6,77.0,1.25,8.6
2022-10-17,28.3,80.0,0.0,7.3
2022-10-18,27.4,85.0,5.1,5.3
2022-10-19,27.2,87.0,6.9,3.9
2022-10-20,27.7,86.0,0.8,6.9
2022-10-21,28.4,82.0,0.0,10.2
2022-10-22,27.6,78.0,0.0,9.1
2022-10-23,28.0,76.0,0.0,7.3
2022-10-24,28.2,76.0,0.0,8.8
2022-10-25,28.3,77.0,0.0,9.8
2022-10-26,28.1,76.0,0.0,10.1
2022-10-27,27.2,82.0,0.0,8.8
2022-10-28,26.2,85.0,0.0,5.1
2022-10-29,26.5,69.0,0.8,4.8
2022-10-30,27.7,70.0,0.0,9.1
2022-10-31,28.6,70.0,0.0,9.4
2022-11-01,29.0,69.0,0.0,7.1
2022-11-02,27.9,77.0,0.0,8.5
2022-11-03,28.4,78.0,6.4,8.7
2022-11-04,28.2,80.0,0.0,10.0
2022-11-05,27.9,78.0,1.6,7.2
2022-11-06,27.7,82.0,0.0,9.4
2022-11-07,26.8,83.0,2.2,9.5
2022-11-08,26.1,88.0,56.8,2.7
2022-11-09,26.9,84.0,48.8,4.1
2022-11-10,27.4,80.0,0.0,7.0
2022-11-11,28.7,76.0,0.0,7.6
2022-11-12,28.8,76.0,0.0,9.1
2022-11-13,28.7,76.0,0.0,10.7
2022-11-14,28.3,79.0,0.8333333333333334,7.6
2022-11-15,27.4,83.0,1.6666666666666667,7.7
2022-11-16,27.5,85.0,2.5,8.4
2022-11-17,27.8,80.0,13.0,9.7
2022-11-18,27.9,78.0,0.0,8.8
2022-11-19,25.5,92.0,0.0,1.1
2022-11-20,27.3,83.0,12.3,0.2
2022-11-21,27.7,87.0,7.9,11.5
2022-11-22,26.6,90.0,3.5,5.0
2022-11-23,26.1,91.0,11.6,7.6
2022-11-24,25.6,93.0,1.7,1.6
2022-11-25,26.5,88.0,10.9,3.8
2022-11-26,27.4,78.0,5.45,4.9
2022-11-27,26.9,85.0,0.0,8.0
2022-11-28,26.4,89.0,1.5,7.1
2022-11-29,26.0,90.0,3.5,4.0
2022-11-30,26.4,86.0,2.5,4.1
2022-12-01,26.1,84.0,4.0,6.0
2022-12-02,25.6,92.0,23.5,6.3
2022-12-03,26.3,85.0,8.0,2.0
2022-12-04,28.0,80.0,23.5,8.0
2022-12-05,28.2,81.0,19.5,10.5
2022-12-06,29.1,76.0,0.0,10.8
2022-12-07,28.5,80.0,0.0,11.3
2022-12-08,27.2,80.0,43.8,11.3
2022-12-09,28.2,80.0,29.199999999999996,10.2
2022-12-10,28.7,75.0,14.599999999999998,9.6
2022-12-11,27.5,84.0,0.0,11.8
2022-12-12,28.2,74.0,1.0,7.2
2022-12-13,29.1,78.0,0.1,11.5
2022-12-14,28.1,80.0,2.2,10.2
2022-12-15,28.4,76.0,0.0,8.5
2022-12-16,25.9,88.0,0.0,8.0
2022-12-17,26.0,86.0,14.5,2.3
2022-12-18,27.7,79.0,0.4,4.2
2022-12-19,27.1,77.0,1.0,4.5
2022-12-20,27.2,73.0,0.0,9.0
2022-12-21,26.9,72.0,0.0,9.8
2022-12-22,28.0,80.0,2.6,9.3
2022-12-23,26.8,86.0,1.5,4.5
2022-12-24,26.8,85.0,9.0,0.8
2022-12-25,25.6,90.0,3.3,1.1
2022-12-26,26.3,88.0,7.4,1.1
2022-12-27,26.7,88.0,0.6,2.0
2022-12-28,26.2,86.0,5.4,5.1
2022-12-29,26.0,90.0,11.0,7.9
2022-12-30,24.9,94.0,3.6,2.0
2022-12-31,28.0,83.0,37.8,0.0
2023-01-01,27.4,85.0,7.3,7.4
2023-01-02,26.3,91.0,16.6,1.9
2023-01-03,26.0,90.0,12.2,3.8
2023-01-04,27.7,82.0,2.6,5.0
2023-01-05,28.5,82.0,2.6,8.7
2023-01-06,28.4,78.0,3.1,4.0
2023-01-07,27.8,76.0,0.0,7.2
2023-01-08,26.8,77.0,3.4,8.2
2023-01-09,26.2,80.0,0.0,9.7
2023-01-10,26.45,78.0,0.0,9.0
2023-01-11,26.7,76.0,0.0,9.9
2023-01-12,26.4,78.0,0.0,9.5
2023-01-13,27.0,82.0,0.0,9.8
2023-01-14,27.2,84.0,0.0,11.3
2023-01-15,27.1,85.0,0.0,11.2
2023-01-16,27.0,86.0,1.2,6.3
2023-01-17,26.6,89.0,29.4,4.6
2023-01-18,26.7,86.0,19.6,3.2
2023-01-19,26.7,86.0,9.8,6.1
2023-01-20,26.2,89.0,0.0,6.0
2023-01-21,27.4,81.0,0.9,5.2
2023-01-22,26.7,81.0,0.0,6.0
2023-01-23,27.5,81.0,0.0,8.3
2023-01-24,27.1,78.0,0.0,11.2
2023-01-25,25.2,91.0,0.0,10.3
2023-01-26,25.5,91.0,22.2,3.3
2023-01-27,26.4,88.0,52.0,4.5
2023-01-28,25.7,91.0,0.8,3.1
2023-01-29,26.6,89.0,2.5,4.8
2023-01-30,26.7,91.0,0.2,0.8
2023-01-31,26.3,90.0,4.4,2.3
2023-02-01,26.0,90.0,17.7,3.8
2023-02-02,25.1,95.0,0.9,1.7
2023-02-03,26.3,89.0,10.2,1.2
2023-02-04,25.7,94.0,2.8,1.3
2023-02-05,26.5,88.0,1.9,1.4
2023-02-06,27.1,80.0,0.0,1.9
2023-02-07,25.4,92.0,0.0,1.2
2023-02-08,25.6,91.0,65.3,1.7
2023-02-09,26.0,91.0,42.9,1.1
2023-02-10,26.5,90.0,0.0,1.0
2023-02-11,27.0,89.0,15.1,1.7
2023-02-12,26.6,88.5,0.0,3.2
2023-02-13,26.2,88.0,3.8,5.4
2023-02-14,26.6,85.0,1.9,5.4
2023-02-15,27.0,84.0,0.0,5.5
2023-02-16,26.9,85.0,0.0,2.7
2023-02-17,26.8,86.0,0.0,6.5
2023-02-18,26.4,88.0,20.7,3.0
2023-02-19,27.1,84.0,0.0,7.9
2023-02-20,27.1,84.0,0.0,8.9
2023-02-21,26.1,88.0,2.4,7.3
2023-02-22,26.7,86.0,3.6,8.0
2023-02-23,26.2,89.0,0.0,9.1
2023-02-24,26.1,91.0,0.4,3.7
2023-02-25,25.8,93.0,22.6,6.5
2023-02-26,25.3,93.0,45.0,4.9
2023-02-27,26.2,90.0,3.2,0.9
2023-02-28,26.8,87.0,5.1,8.5
2023-03-01,26.1,90.0,0.0,2.8
2023-03-02,25.1,92.0,19.3,1.4
2023-03-03,26.2,90.0,8.9,0.9
2023-03-04,25.6,89.0,0.0,4.9
2023-03-05,25.3,92.0,16.0,7.4
2023-03-06,26.3,88.0,25.9,5.3
2023-03-07,26.2,89.0,2.4,5.0
2023-03-08,26.4,85.0,7.4,6.5
2023-03-09,26.1,88.0,3.95,5.9
2023-03-10,27.4,82.0,0.5,7.8
2023-03-11,27.1,79.0,0.0,10.9
2023-03-12,27.4,74.0,0.0,9.8
2023-03-13,26.6,82.0,0.0,9.7
2023-03-14,26.9,77.0,0.0,8.1
2023-03-15,27.7,77.0,0.0,8.1
2023-03-16,28.3,78.0,0.0,10.1
2023-03-17,28.0,82.0,13.5,10.7
2023-03-18,27.8,81.0,0.0,7.8
2023-03-19,27.6,82.0,0.0,8.8
2023-03-20,28.1,81.0,8.0,9.2
2023-03-21,27.6,80.0,0.0,8.1
2023-03-22,27.3,81.0,0.0,8.8
2023-03-23,27.6,82.0,0.0,9.8
2023-03-24,27.7,80.0,0.0,10.6
2023-03-25,27.4,81.0,0.0,10.0
2023-03-26,27.5,82.0,0.0,8.8
2023-03-27,27.4,83.0,0.0,8.5
2023-03-28,27.5,83.0,0.3,9.0
2023-03-29,27.8,80.0,0.0,8.3
2023-03-30,26.4,90.0,4.7,4.9
2023-03-31,26.4,83.0,13.5,3.3
2023-04-01,26.2,86.0,0.4,5.9
2023-04-02,26.5,83.0,1.1,6.2
2023-04-03,26.7,86.0,1.8,6.8
2023-04-04,25.8,92.0,10.6,5.6
2023-04-05,26.3,88.0,13.1,1.5
2023-04-06,26.5,84.0,1.9,6.3
2023-04-07,26.5,86.0,4.35,6.6
2023-04-08,25.9,88.0,6.8,7.3
2023-04-09,26.5,88.0,3.1,4.9
2023-04-10,26.7,86.0,2.8,1.8
2023-04-11,27.0,84.0,2.5,6.9
2023-04-12,27.1,90.0,2.25,8.4
2023-04-13,26.6,90.0,2.0,5.7
2023-04-14,27.4,81.0,0.6,1.5
2023-04-15,27.6,84.0,0.0,7.4
2023-04-16,27.5,80.0,0.0,6.6
2023-04-17,27.4,82.0,0.0,10.4
2023-04-18,27.5,78.0,2.3,9.8
2023-04-19,26.7,85.0,0.0,10.5
2023-04-20,27.6,82.0,42.0,7.0
2023-04-21,27.5,81.0,0.0,10.4
2023-04-22,27.55,79.5,0.0,6.5
2023-04-23,27.6,78.0,0.0,10.5
2023-04-24,27.8,76.0,0.0,10.7
2023-04-25,27.8,85.0,0.0,11.0
2023-04-26,28.6,78.0,0.0,9.3
2023-04-27,27.5,85.0,0.0,8.8
2023-04-28,27.5,86.0,5.0,5.2
2023-04-29,28.0,82.0,3.333333333333333,4.3
2023-04-30,28.1,74.0,1.6666666666666665,5.5
2023-05-01,27.1,76.0,0.0,7.95
2023-05-02,28.2,78.0,0.0,10.4
2023-05-03,28.2,78.0,0.0,10.5
2023-05-04,28.3,76.0,0.0,9.3
2023-05-05,28.5,80.0,0.0,9.0
2023-05-06,28.5,77.0,0.0,8.2
2023-05-07,28.5,74.0,0.0,11.0
2023-05-08,29.0,74.0,0.0,9.7
2023-05-09,27.1,85.0,0.0,10.0
2023-05-10,28.6,80.0,1.9,0.4
2023-05-11,28.7,78.0,3.8,8.4
2023-05-12,27.2,70.0,0.0,9.8
2023-05-13,26.9,70.0,0.0,10.8
2023-05-14,26.3,69.0,0.0,10.6
2023-05-15,26.5,71.0,0.0,10.0
2023-05-16,26.0,74.0,0.0,10.6
2023-05-17,26.0,76.0,0.0,10.75
2023-05-18,26.6,78.0,0.0,10.9
2023-05-19,27.2,75.0,0.0,10.8
2023-05-20,26.7,74.0,0.0,7.6
2023-05-21,26.5,74.0,0.0,10.7
2023-05-22,26.6,75.0,0.0,10.6
2023-05-23,26.9,76.0,0.0,10.7
2023-05-24,26.9,77.0,0.0,10.8
2023-05-25,27.3,76.0,0.0,10.6
2023-05-26,27.1,70.0,0.0,8.9
2023-05-27,27.2,74.0,0.0,10.6
2023-05-28,27.0,69.0,0.0,9.6
2023-05-29,26.4,71.0,0.0,10.8
2023-05-30,26.4,77.0,0.0,10.5
2023-05-31,27.9,70.0,0.0,10.7
2023-06-01,27.8,73.0,0.0,10.2
2023-06-02,27.0,75.0,0.0,10.5
2023-06-03,27.3,73.0,0.0,7.8
2023-06-04,27.1,76.0,0.0,10.4
2023-06-05,26.5,81.0,0.0,9.6
2023-06-06,27.1,80.0,4.7,7.5
2023-06-07,28.2,76.0,0.0,6.7
2023-06-08,27.1,76.0,0.0,11.0
2023-06-09,27.4,74.0,0.0,10.8
2023-06-10,27.1,80.0,0.0,10.6
2023-06-11,28.0,72.0,0.0,3.3
2023-06-12,27.2,67.0,0.0,7.9
2023-06-13,26.6,71.0,0.0,10.6
2023-06-14,26.7,70.0,0.0,10.0
2023-06-15,26.0,72.0,0.0,10.4
2023-06-16,26.3,74.0,0.0,10.5
2023-06-17,26.3,70.0,0.0,6.6
2023-06-18,25.6,75.0,0.0,10.5
2023-06-19,26.6,78.0,0.0,10.7
2023-06-20,26.1,78.0,0.0,9.6
2023-06-21,27.2,75.0,0.0,8.2
2023-06-22,25.9,70.0,0.0,9.5
2023-06-23,26.3,74.0,0.0,10.6
2023-06-24,26.2,76.0,0.0,10.8
2023-06-25,26.4,78.0,0.0,9.4
2023-06-26,26.9,84.0,0.0,10.8
2023-06-27,27.0,82.0,0.0,5.4
2023-06-28,27.3,79.0,7.6,4.4
2023-06-29,26.9,82.0,0.0,7.7
2023-06-30,27.2,79.0,0.3,8.8
2023-07-01,26.7,86.0,0.6,9.4
2023-07-02,27.9,76.0,0.9,4.3
2023-07-03,26.9,83.0,0.0,8.2
2023-07-04,28.2,81.0,22.2,5.6
2023-07-05,27.4,80.0,0.0,8.7
2023-07-06,27.6,78.0,0.0,7.4
2023-07-07,28.0,78.0,0.0,9.6
2023-07-08,27.9,79.0,0.0,10.5
2023-07-09,27.0,74.0,0.2,3.9
2023-07-10,26.2,69.0,0.0,10.6
2023-07-11,26.0,70.0,0.0,10.6
2023-07-12,27.1,70.0,0.0,10.5
2023-07-13,27.6,75.0,0.0,8.4
2023-07-14,27.1,74.0,0.0,7.8
2023-07-15,26.8,72.0,0.0,9.9
2023-07-16,25.7,75.0,0.0,9.9
2023-07-17,26.7,70.0,0.0,8.4
2023-07-18,26.3,69.0,0.0,10.8
2023-07-19,26.1,69.0,0.0,10.8
2023-07-20,25.8,72.0,0.0,10.1
2023-07-21,26.5,70.0,0.0,8.9
2023-07-22,26.2,72.0,0.0,10.1
2023-07-23,25.7,72.0,0.0,10.8
2023-07-24,25.7,77.0,0.0,5.9
2023-07-25,26.3,74.0,0.0,9.1
2023-07-26,26.5,72.0,0.0,9.4
2023-07-27,25.7,72.0,0.0,8.7
2023-07-28,25.7,75.0,0.0,10.5
2023-07-29,25.3,70.0,0.0,10.7
2023-07-30,26.6,68.0,0.0,10.7
2023-07-31,26.4,76.0,0.0,10.6
2023-08-01,27.3,70.0,0.0,9.8
2023-08-02,25.6,78.0,0.0,10.6
2023-08-03,26.4,79.0,0.0,10.6
2023-08-04,26.6,76.0,0.0,10.6
2023-08-05,27.5,73.0,0.0,10.7
2023-08-06,26.5,75.0,0.0,8.1
2023-08-07,27.0,59.0,0.0,10.2
2023-08-08,26.3,67.0,0.0,10.9
2023-08-09,25.4,67.0,0.0,10.8
2023-08-10,25.2,71.0,0.0,10.8
2023-08-11,25.7,70.0,0.0,9.6
2023-08-12,26.3,69.0,0.0,10.5
2023-08-13,26.4,72.0,0.0,7.9
2023-08-14,26.4,73.0,0.0,9.7
2023-08-15,26.5,71.0,0.0,10.3
2023-08-16,26.8,73.0,0.0,8.3
2023-08-17,27.1,70.0,0.0,7.1
2023-08-18,26.5,69.0,0.0,7.2
2023-08-19,26.5,72.0,0.0,9.5
2023-08-20,27.1,72.0,0.0,10.7
2023-08-21,27.3,67.0,0.0,10.1
2023-08-22,26.1,63.0,0.0,9.3
2023-08-23,26.6,65.5,0.0,9.1
2023-08-24,27.1,68.0,0.0,8.9
2023-08-25,27.1,64.0,0.0,9.7
2023-08-26,26.8,64.0,0.0,10.8
2023-08-27,26.3,72.0,0.0,11.1
2023-08-28,26.2,69.0,0.0,10.4
2023-08-29,27.1,64.0,0.0,9.0
2023-08-30,27.8,64.0,0.0,10.3
2023-08-31,26.2,71.0,0.0,11.0
2023-09-01,26.2,62.0,0.0,10.6
2023-09-02,25.5,68.0,0.0,10.8
2023-09-03,25.9,67.0,0.0,10.5
2023-09-04,26.4,67.5,0.0,10.7
2023-09-05,26.9,68.0,0.0,10.9
2023-09-06,27.5,70.0,0.0,10.0
2023-09-07,27.2,63.0,0.0,10.3
2023-09-08,26.2,71.0,0.0,10.2
2023-09-09,25.9,75.0,0.0,10.3
2023-09-10,28.2,66.0,0.0,10.9
2023-09-11,28.7,69.0,0.0,9.4
2023-09-12,28.1,68.0,0.0,10.5
2023-09-13,27.7,70.0,0.0,9.5
2023-09-14,27.5,64.0,0.0,10.5
2023-09-15,27.7,67.0,0.0,9.6
2023-09-16,27.2,72.0,0.0,9.6
2023-09-17,28.3,73.0,0.0,9.8
2023-09-18,27.4,70.0,0.0,8.0
2023-09-19,26.8,72.0,5.3,3.8
2023-09-20,27.2,72.0,0.0,3.3
2023-09-21,26.1,68.0,0.0,8.2
2023-09-22,27.4,65.0,0.0,9.1
2023-09-23,27.5,72.0,0.0,10.2
2023-09-24,27.2,74.0,0.0,10.6
2023-09-25,27.9,64.0,0.0,10.2
2023-09-26,27.9,70.0,0.0,10.4
2023-09-27,27.3,70.0,0.0,10.8
2023-09-28,28.2,71.0,0.0,10.8
2023-09-29,26.6,72.0,0.0,10.7
2023-09-30,27.9,70.0,0.0,10.7
2023-10-01,27.2,74.0,0.0,10.6
2023-10-02,27.6,71.0,0.0,11.1
2023-10-03,28.2,72.0,0.0,9.1
2023-10-04,28.5,75.0,0.0,10.0
2023-10-05,28.4,76.0,0.0,11.1
2023-10-06,29.5,72.0,0.0,11.0
2023-10-07,27.9,74.0,0.0,10.8
2023-10-08,29.4,69.0,0.0,10.9
2023-10-09,28.2,74.0,0.0,10.7
2023-10-10,28.6,70.0,0.0,10.8
2023-10-11,27.7,74.0,0.0,11.0
2023-10-12,27.5,78.0,0.0,11.0
2023-10-13,28.9,71.0,10.5,10.4
2023-10-14,29.3,69.0,0.0,9.8
2023-10-15,28.6,70.0,0.0,11.2
2023-10-16,28.7,70.0,11.2,11.2
2023-10-17,27.8,68.0,11.0,11.2
2023-10-18,28.9,66.0,0.0,11.2
2023-10-19,28.85,69.0,0.0,11.15
2023-10-20,28.8,72.0,0.0,11.1
2023-10-21,28.4,63.0,0.0,11.6
2023-10-22,27.5,76.0,0.0,11.5
2023-10-23,28.05,74.0,0.0,11.35
2023-10-24,28.6,72.0,0.0,11.2
2023-10-25,29.3,71.0,0.0,11.5
2023-10-26,29.6,70.0,0.0,11.5
2023-10-27,28.6,68.0,0.0,11.7
2023-10-28,27.9,78.0,0.0,11.8
2023-10-29,30.5,66.0,0.0,11.5
2023-10-30,29.6,69.0,0.0,11.2
2023-10-31,29.2,73.0,0.0,11.5
2023-11-01,29.6,71.0,0.0,11.4
2023-11-02,29.8,70.0,0.0,9.1
2023-11-03,28.9,79.0,0.0,10.1
2023-11-04,29.2,75.0,0.9,8.2
2023-11-05,29.3,74.0,0.0,10.4
2023-11-06,29.3,73.0,0.0,11.5
2023-11-07,29.9,74.0,0.0,11.4
2023-11-08,29.9,72.0,0.0,11.6
2023-11-09,29.9,72.0,0.0,11.0
2023-11-10,29.5,74.0,0.0,9.0
2023-11-11,29.9,75.0,0.0,8.4
2023-11-12,29.0,76.0,0.0,9.4
2023-11-13,28.8,81.0,0.0,6.8
2023-11-14,30.1,74.0,2.7,6.6
2023-11-15,29.8,72.0,1.35,10.0
2023-11-16,28.7,79.0,0.0,9.1
2023-11-17,27.6,86.0,1.5,7.0
2023-11-18,29.8,69.0,13.8,4.7
2023-11-19,30.0,71.0,0.0,10.5
2023-11-20,30.2,71.0,0.0,10.5
2023-11-21,30.9,69.0,0.0,10.0
2023-11-22,30.8,66.0,0.0,11.2
2023-11-23,30.3,72.0,0.0,11.7
2023-11-24,29.3,73.0,0.0,10.2
2023-11-25,29.5,73.0,0.0,6.0
2023-11-26,28.1,80.0,0.0,7.8
2023-11-27,28.8,77.0,3.5,7.7
2023-11-28,27.8,82.0,0.5,8.1
2023-11-29,28.1,84.0,12.3,8.0
2023-11-30,27.9,85.0,27.7,5.3
2023-12-01,27.3,86.0,17.45,5.6
2023-12-02,27.4,87.0,7.2,6.8
2023-12-03,28.1,84.0,24.5,4.3
2023-12-04,28.0,83.0,32.0,9.2
2023-12-05,30.1,75.0,5.8,9.7
2023-12-06,30.2,75.0,0.0,9.9
2023-12-07,27.6,86.0,0.0,11.0
2023-12-08,28.1,87.0,11.7,6.9
2023-12-09,27.3,88.0,22.5,6.7
2023-12-10,28.4,79.0,64.6,9.4
2023-12-11,28.8,79.0,0.0,8.2
2023-12-12,29.2,78.0,0.0,7.4
2023-12-13,28.2,81.0,0.0,9.3
2023-12-14,27.9,84.0,0.0,9.0
2023-12-15,28.7,83.0,1.0,8.9
2023-12-16,29.5,76.0,0.0,8.1
2023-12-17,27.1,83.0,0.0,10.5
2023-12-18,28.5,70.0,12.6,6.1
2023-12-19,28.3,68.0,0.0,11.3
