Tanggal,Tavg,RH_avg,RR,ss
2020-08-25,27.6,70.0,0.0,10.6
2020-08-26,27.5,60.0,0.0,10.9
2020-08-27,27.3,66.0,0.0,10.2
2020-08-28,27.4,70.0,0.0,10.6
2020-08-29,27.9,58.0,0.0,10.5
2020-08-30,27.6,57.0,0.0,9.5
2020-08-31,27.9,62.0,0.0,10.6
2020-09-01,28.5,72.0,0.0,10.2
2020-09-02,28.7,69.0,0.0,9.8
2020-09-03,28.8,69.0,0.0,9.0
2020-09-04,29.8,57.0,0.0,10.1
2020-09-05,28.1,71.0,0.0,10.9
2020-09-06,28.5,70.0,0.0,10.6
2020-09-07,28.8,61.0,0.0,9.8
2020-09-08,28.2,71.0,0.0,10.8
2020-09-09,27.7,71.0,0.0,10.3
2020-09-10,28.1,66.0,0.0,10.5
2020-09-11,28.9,60.0,0.0,10.9
2020-09-12,28.1,68.0,0.0,10.7
2020-09-13,28.4,55.0,0.0,10.6
2020-09-14,27.3,65.0,0.0,10.6
2020-09-15,27.9,64.0,0.0,9.0
2020-09-16,27.8,72.0,0.0,8.8
2020-09-17,28.0,70.0,0.0,8.4
2020-09-18,28.8,69.0,0.0,10.0
2020-09-19,28.6,72.0,0.0,10.0
2020-09-20,29.2,72.0,0.0,10.5
2020-09-21,29.7,68.0,0.0,10.0
2020-09-22,30.0,59.0,0.0,6.8
2020-09-23,29.6,63.0,0.0,10.7
2020-09-24,28.4,73.0,0.0,10.8
2020-09-25,29.6,66.0,0.0,10.1
2020-09-26,29.6,66.0,0.0,10.6
2020-09-27,30.3,62.0,0.0,10.3
2020-09-28,29.9,62.0,0.0,10.5
2020-09-29,29.7,64.0,0.0,10.9
2020-09-30,29.2,69.0,0.0,9.3
2020-10-01,29.9,62.0,0.0,9.3
2020-10-02,29.5,66.0,0.0,9.4
2020-10-03,27.7,78.0,0.0,10.9
2020-10-04,29.3,69.0,0.0,10.8
2020-10-05,29.6,62.0,0.0,10.1
2020-10-06,28.9,66.0,0.0,9.1
2020-10-07,28.2,68.0,0.0,7.6
2020-10-08,29.2,67.0,0.0,8.5
2020-10-09,29.7,68.0,0.0,6.5
2020-10-10,29.2,75.0,0.5,7.4
2020-10-11,26.7,84.0,1.0,3.5
2020-10-12,28.8,72.0,23.7,7.7
2020-10-13,29.3,68.0,0.0,11.4
2020-10-14,28.7,73.0,0.0,11.1
2020-10-15,29.8,71.0,0.0,10.7
2020-10-16,29.0,71.0,0.0,10.6
2020-10-17,28.1,74.0,0.0,10.9
2020-10-18,29.0,71.0,0.0,10.7
2020-10-19,29.8,68.0,0.0,10.2
2020-10-20,28.5,72.0,3.2,10.1
2020-10-21,27.7,80.0,0.0,11.6
2020-10-22,28.1,76.0,0.0,7.2
2020-10-23,28.2,77.0,0.0,8.2
2020-10-24,29.4,75.0,0.0,9.7
2020-10-25,28.9,77.0,0.0,10.5
2020-10-26,27.9,80.0,0.0,10.2
2020-10-27,26.5,80.0,10.9,7.3
2020-10-28,28.5,77.0,21.8,8.5
2020-10-29,27.5,82.0,0.0,8.4
2020-10-30,27.9,83.0,45.1,8.8
2020-10-31,28.4,74.0,22.85,9.2
2020-11-01,28.1,77.0,0.6,2.9
2020-11-02,28.7,78.0,0.0,7.9
2020-11-03,28.7,72.0,0.0,9.5
2020-11-04,29.1,74.0,0.0,9.0
2020-11-05,28.7,77.0,0.0,8.6
2020-11-06,28.4,77.0,0.0,9.8
2020-11-07,28.6,78.0,0.0,11.1
2020-11-08,29.4,68.0,0.0,11.1
2020-11-09,29.5,74.0,0.0,11.3
2020-11-10,29.2,74.0,0.0,10.4
2020-11-11,29.5,74.0,0.0,8.2
2020-11-12,29.9,72.0,0.0,9.9
2020-11-13,29.2,78.0,0.0,10.7
2020-11-14,29.9,71.0,0.0,10.2
2020-11-15,29.3,75.0,2.5,9.1
2020-11-16,30.4,68.0,0.0,9.0
2020-11-17,30.8,67.0,0.0,11.8
2020-11-18,30.0,71.0,0.0,8.7
2020-11-19,29.2,77.0,2.0,10.5
2020-11-20,28.5,81.0,12.5,9.6
2020-11-21,29.7,75.0,14.0,7.3
2020-11-22,28.3,82.0,3.3,10.5
2020-11-23,27.6,85.0,9.7,7.2
2020-11-24,27.3,84.0,4.4,6.1
2020-11-25,26.9,84.0,2.2,6.4
2020-11-26,27.2,82.0,0.1,6.2
2020-11-27,26.8,87.0,18.5,4.8
2020-11-28,28.2,81.0,4.6,4.5
2020-11-29,27.3,86.0,1.0,9.2
2020-11-30,27.1,84.0,0.0,6.8
2020-12-01,26.9,87.0,0.0,4.4
2020-12-02,26.6,87.0,1.8,0.2
2020-12-03,27.7,82.0,1.0,3.5
2020-12-04,25.3,92.0,0.0,3.8
2020-12-05,27.1,85.0,32.5,3.4
2020-12-06,26.9,89.0,25.8,5.4
2020-12-07,26.8,89.0,5.2,0.1
2020-12-08,28.6,84.0,5.7,3.0
2020-12-09,26.1,96.0,16.5,4.4
2020-12-10,26.6,92.0,68.9,1.3
2020-12-11,27.4,90.0,14.7,0.4
2020-12-12,25.2,96.0,37.2,3.9
2020-12-13,25.7,94.0,35.5,0.4
2020-12-14,25.4,90.0,1.0,0.7
2020-12-15,25.6,89.0,4.5,5.1
2020-12-16,26.1,88.0,1.5,2.5
2020-12-17,27.0,84.0,2.0,4.3
2020-12-18,27.6,83.0,1.0,6.4
2020-12-19,26.3,88.0,0.0,7.5
2020-12-20,26.0,89.0,7.6,6.6
2020-12-21,28.6,79.0,4.4,4.8
2020-12-22,28.0,79.0,0.0,10.4
2020-12-23,26.5,86.0,0.0,1.7
2020-12-24,26.7,82.0,6.4,7.7
2020-12-25,27.3,82.0,0.0,10.0
2020-12-26,27.1,78.0,0.0,10.5
2020-12-27,27.0,86.0,0.0,9.4
2020-12-28,26.9,86.0,3.0,7.3
2020-12-29,27.1,82.0,8.5,6.9
2020-12-30,26.4,88.0,0.0,8.6
2020-12-31,27.0,81.0,9.8,4.3
2021-01-01,27.1,83.0,0.0,5.7
2021-01-02,27.0,84.0,0.0,3.9
2021-01-03,27.6,80.0,0.0,6.4
2021-01-04,27.3,83.0,0.0,7.8
2021-01-05,26.9,86.0,0.0,7.8
2021-01-06,26.1,94.0,38.3,5.3
2021-01-07,26.1,90.0,10.7,3.2
2021-01-08,26.0,94.0,4.7,1.7
2021-01-09,26.5,88.0,14.9,2.4
2021-01-10,27.3,87.0,0.0,5.1
2021-01-11,27.4,84.0,0.0,7.7
2021-01-12,27.6,84.0,0.0,8.6
2021-01-13,27.5,85.0,0.0,6.5
2021-01-14,27.9,82.0,0.2,8.4
2021-01-15,27.4,80.0,0.35,8.2
2021-01-16,26.1,86.0,0.5,2.1
2021-01-17,26.4,87.0,1.2,4.9
2021-01-18,26.0,92.0,20.4,4.7
2021-01-19,26.2,89.0,19.1,1.2
2021-01-20,27.0,82.0,9.55,1.6
2021-01-21,27.1,86.0,0.0,2.1
2021-01-22,26.4,88.0,0.0,8.2
2021-01-23,26.1,92.0,31.0,6.0
2021-01-24,25.8,90.0,7.2,5.0
2021-01-25,25.0,94.0,32.2,4.3
2021-01-26,26.3,88.0,4.6,0.6
2021-01-27,26.1,89.0,1.2,4.6
2021-01-28,25.9,92.0,6.7,5.7
2021-01-29,26.8,89.0,16.3,0.0
2021-01-30,25.8,91.0,18.5,0.0
2021-01-31,25.9,90.0,7.0,0.0
2021-02-01,26.2,91.0,0.5,3.6
2021-02-02,26.4,91.0,34.2,3.7
2021-02-03,26.2,93.0,17.0,2.8
2021-02-04,26.3,88.0,61.2,0.0
2021-02-05,26.7,89.0,55.6,3.5
2021-02-06,25.9,94.0,59.2,2.5
2021-02-07,26.6,90.0,4.4,2.4
2021-02-08,26.2,92.0,5.0,9.6
2021-02-09,26.9,90.0,2.5,5.8
2021-02-10,27.1,89.0,0.0,6.9
2021-02-11,26.7,89.0,1.5,1.8
2021-02-12,27.2,89.0,0.7,6.5
2021-02-13,26.9,84.0,0.5,8.7
2021-02-14,27.1,83.0,0.25,8.1
2021-02-15,26.6,85.0,0.0,10.6
2021-02-16,26.7,85.0,0.0,9.0
2021-02-17,26.9,88.0,0.0,10.4
2021-02-18,26.8,88.0,0.15,8.3
2021-02-19,27.2,85.0,0.3,7.0
2021-02-20,25.7,92.0,58.5,8.6
2021-02-21,25.0,95.0,20.1,3.7
2021-02-22,26.4,88.0,12.8,2.8
2021-02-23,26.1,88.0,3.3,2.0
2021-02-24,25.7,94.0,25.5,8.2
2021-02-25,26.3,95.0,43.7,0.0
2021-02-26,24.9,94.0,30.25,1.2
2021-02-27,26.3,89.0,16.8,3.4
2021-02-28,26.3,82.0,0.2,1.6
2021-03-01,26.1,83.0,0.0,3.5
2021-03-02,26.1,87.0,1.2,6.5
2021-03-03,26.6,88.0,2.4,8.2
2021-03-04,25.9,89.0,0.0,10.1
2021-03-05,26.8,84.0,0.4,4.1
2021-03-06,26.3,87.0,2.0,5.9
2021-03-07,26.5,86.0,0.1,8.1
2021-03-08,26.2,89.0,9.2,6.7
2021-03-09,25.0,94.0,21.6,7.0
2021-03-10,25.0,94.0,26.8,3.1
2021-03-11,24.6,94.0,24.0,3.8
2021-03-12,25.9,86.0,8.0,3.8
2021-03-13,25.6,89.0,10.2,4.7
2021-03-14,26.6,85.0,12.4,7.7
2021-03-15,26.8,87.0,0.0,10.4
2021-03-16,27.1,86.0,0.0,8.0
2021-03-17,26.8,80.0,0.0,7.3
2021-03-18,26.7,86.0,0.0,7.7
2021-03-19,26.2,88.0,0.0,7.0
2021-03-20,27.0,90.0,4.8,8.4
2021-03-21,26.4,88.0,0.1,5.3
2021-03-22,26.7,88.0,0.7,4.8
2021-03-23,27.7,84.0,0.0,7.5
2021-03-24,28.0,84.0,0.0,7.4
2021-03-25,27.6,82.0,0.0,8.9
2021-03-26,26.7,87.0,15.75,7.7
2021-03-27,26.6,88.0,31.5,5.8
2021-03-28,27.1,84.0,0.6,8.1
2021-03-29,28.2,84.0,1.4,1.5
2021-03-30,27.9,85.0,1.3,9.3
2021-03-31,26.5,86.0,0.2,6.0
2021-04-01,26.4,91.0,12.9,5.0
2021-04-02,26.1,93.0,44.5,6.6
2021-04-03,27.1,86.0,0.7,0.0
2021-04-04,27.2,85.0,0.0,8.5
2021-04-05,26.8,83.0,0.0,2.9
2021-04-06,25.6,88.0,2.05,0.5
2021-04-07,25.5,90.0,4.1,0.0
2021-04-08,26.2,92.0,2.3,0.0
2021-04-09,26.1,88.0,11.1,2.1
2021-04-10,25.7,91.0,0.0,4.6
2021-04-11,27.0,86.0,19.3,4.9
2021-04-12,27.3,84.0,14.475000000000001,5.6
2021-04-13,26.6,82.0,9.65,7.4
2021-04-14,27.6,79.0,4.824999999999999,6.5
2021-04-15,28.0,80.0,0.0,10.5
2021-04-16,25.3,90.0,0.0,9.2
2021-04-17,27.0,80.0,8.4,7.6
2021-04-18,27.5,81.0,0.0,10.0
2021-04-19,27.9,74.0,0.0,9.5
2021-04-20,26.5,76.0,0.0,10.7
2021-04-21,26.3,75.0,0.0,7.4
2021-04-22,26.2,75.0,0.0,11.0
2021-04-23,25.9,82.0,0.0,8.0
2021-04-24,27.1,76.0,0.0,10.5
2021-04-25,27.9,78.0,0.0,10.8
2021-04-26,27.9,75.0,0.0,10.6
2021-04-27,27.6,73.0,0.0,10.0
2021-04-28,26.2,76.0,0.0,7.8
2021-04-29,27.2,78.0,0.0,10.7
2021-04-30,26.9,75.0,0.0,8.0
2021-05-01,26.7,84.0,0.0,8.0
2021-05-02,27.3,79.0,17.0,6.6
2021-05-03,27.0,78.0,0.0,10.9
2021-05-04,27.2,79.0,0.0,10.4
2021-05-05,28.4,77.0,0.0,8.0
2021-05-06,28.1,73.0,0.0,8.0
2021-05-07,27.0,76.0,0.0,9.7
2021-05-08,26.8,82.0,0.0,5.8
2021-05-09,27.3,78.0,0.2,5.9
2021-05-10,27.7,76.0,0.0,6.9
2021-05-11,27.3,76.0,0.0,7.8
2021-05-12,27.5,72.0,0.0,10.6
2021-05-13,27.6,71.0,0.0,9.9
2021-05-14,27.8,74.0,0.0,10.5
2021-05-15,27.2,70.0,0.0,8.0
2021-05-16,27.4,76.0,0.0,10.6
2021-05-17,27.6,77.0,0.0,10.4
2021-05-18,27.0,79.0,0.0,7.5
2021-05-19,27.3,80.0,0.0,1.6
2021-05-20,27.9,78.0,0.0,8.0
2021-05-21,27.6,79.0,0.0,6.0
2021-05-22,27.2,78.0,0.0,9.3
2021-05-23,27.4,81.0,0.0,10.3
2021-05-24,27.4,82.0,0.0,10.3
2021-05-25,27.5,81.0,0.0,8.5
2021-05-26,27.8,76.0,0.0,8.0
2021-05-27,28.0,77.0,0.0,10.3
2021-05-28,27.4,81.0,0.0,6.3
2021-05-29,26.8,79.0,0.0,4.2
2021-05-30,27.0,80.0,0.0,8.1
2021-05-31,26.8,79.0,0.0,10.0
2021-06-01,26.9,81.0,0.0,9.5
2021-06-02,27.5,77.0,0.0,10.6
2021-06-03,27.8,79.0,0.0,10.8
2021-06-04,28.2,78.0,0.0,9.5
2021-06-05,27.3,79.0,0.0,10.1
2021-06-06,27.6,81.0,0.0,10.8
2021-06-07,27.6,80.0,1.2,10.6
2021-06-08,27.5,78.0,14.4,10.4
2021-06-09,27.1,79.0,0.0,9.8
2021-06-10,26.5,81.0,0.0,6.2
2021-06-11,26.8,79.0,0.0,9.5
2021-06-12,26.7,77.0,0.0,10.2
2021-06-13,27.9,76.0,0.0,10.1
2021-06-14,27.5,80.0,0.0,10.3
2021-06-15,27.8,78.0,0.0,7.8
2021-06-16,27.8,79.0,0.0,9.9
2021-06-17,27.7,76.0,0.0,8.5
2021-06-18,27.3,81.0,0.0,9.0
2021-06-19,27.7,75.0,0.0,7.7
2021-06-20,27.5,77.0,0.0,10.4
2021-06-21,26.6,82.0,0.0,9.4
2021-06-22,26.8,80.0,0.0,8.0
2021-06-23,26.8,84.0,0.0,8.1
2021-06-24,26.8,83.0,1.8,5.7
2021-06-25,27.2,82.0,6.3999999999999995,7.3
2021-06-26,27.5,81.0,11.0,8.3
2021-06-27,27.6,79.0,0.0,10.2
2021-06-28,27.9,80.0,0.0,7.3
2021-06-29,27.7,72.0,0.0,8.1
2021-06-30,26.8,70.0,0.0,10.8
2021-07-01,26.6,72.0,0.0,9.1
2021-07-02,27.1,71.0,0.0,4.3
2021-07-03,27.1,69.0,0.0,9.5
2021-07-04,26.8,69.0,0.0,10.4
2021-07-05,25.8,70.0,0.0,10.6
2021-07-06,25.8,72.0,0.0,10.2
2021-07-07,27.0,72.0,0.0,9.9
2021-07-08,28.4,67.0,0.0,3.0
2021-07-09,27.1,75.0,0.0,5.1
2021-07-10,27.6,78.0,0.0,4.0
2021-07-11,27.7,74.0,0.0,10.5
2021-07-12,26.9,75.0,0.0,10.7
2021-07-13,26.8,67.0,0.0,10.7
2021-07-14,26.7,65.0,0.0,10.9
2021-07-15,26.6,64.0,0.0,10.7
2021-07-16,26.7,74.0,0.0,10.5
2021-07-17,26.4,73.0,0.0,8.0
2021-07-18,26.8,71.0,0.0,4.9
2021-07-19,26.8,71.0,0.0,9.0
2021-07-20,27.39264264264264,10.6,0.0,9.75
2021-07-21,27.5,71.0,0.0,10.5
2021-07-22,26.9,75.0,0.0,7.9
2021-07-23,26.9,70.0,0.0,10.4
2021-07-24,26.7,69.0,0.0,10.5
2021-07-25,26.4,65.0,0.0,10.8
2021-07-26,25.5,68.0,0.0,10.8
2021-07-27,25.2,76.0,0.0,10.2
2021-07-28,26.6,72.0,0.0,10.7
2021-07-29,27.8,70.0,0.0,9.6
2021-07-30,27.4,76.0,0.0,10.6
2021-07-31,27.7,72.0,0.0,9.6
2021-08-01,27.6,74.0,0.0,10.4
2021-08-02,27.9,74.0,0.0,8.5
2021-08-03,28.1,72.0,0.0,8.0
2021-08-04,27.5,77.0,0.0,10.1
2021-08-05,27.6,72.0,0.0,10.7
2021-08-06,27.7,74.0,0.0,10.6
2021-08-07,27.6,74.0,0.0,10.6
2021-08-08,28.6,72.0,0.0,10.1
2021-08-09,27.2,72.0,0.0,9.5
2021-08-10,26.3,78.0,0.0,10.6
2021-08-11,27.1,66.0,0.0,9.9
2021-08-12,28.2,69.0,0.0,10.0
2021-08-13,27.7,75.0,0.0,8.9
2021-08-14,28.3,73.0,0.0,10.6
2021-08-15,28.5,64.0,0.0,10.3
2021-08-16,27.6,71.0,0.0,9.8
2021-08-17,27.9,69.0,0.0,10.2
2021-08-18,28.6,62.0,0.0,5.2
2021-08-19,27.5,75.0,0.0,8.6
2021-08-20,28.0,74.0,0.0,9.7
2021-08-21,27.6,73.0,0.0,7.6
2021-08-22,28.1,68.0,0.0,10.5
2021-08-23,27.9,64.0,0.0,10.3
2021-08-24,27.2,71.0,0.0,10.6
2021-08-25,28.2,64.0,0.0,8.3
2021-08-26,28.1,66.0,0.0,10.7
2021-08-27,28.3,71.0,0.0,10.8
2021-08-28,28.9,69.0,0.0,7.6
2021-08-29,28.5,68.0,0.0,6.2
2021-08-30,29.3,66.0,0.0,9.0
2021-08-31,27.5,66.0,0.0,10.7
2021-09-01,27.6,68.0,0.0,10.7
2021-09-02,28.1,70.0,0.0,11.2
2021-09-03,27.6,72.0,0.0,10.1
2021-09-04,29.1,65.0,0.0,6.4
2021-09-05,29.4,66.0,0.0,8.5
2021-09-06,28.2,73.0,0.0,7.9
2021-09-07,28.3,69.0,0.0,10.2
2021-09-08,28.5,65.0,0.0,8.8
2021-09-09,28.3,68.0,0.0,10.6
2021-09-10,28.5,70.0,0.0,9.2
2021-09-11,28.7,73.0,2.1,2.0
2021-09-12,27.7,80.0,0.6,0.7
2021-09-13,27.3,83.0,0.9,2.7
2021-09-14,28.6,77.0,2.0,6.1
2021-09-15,27.9,82.0,19.4,10.7
2021-09-16,29.1,70.0,0.0,9.7
2021-09-17,29.4,69.0,0.0,9.4
2021-09-18,29.4,65.0,0.0,8.5
2021-09-19,28.2,68.0,0.0,10.5
2021-09-20,28.1,75.0,0.0,10.3
2021-09-21,28.2,71.0,7.5,2.9
2021-09-22,27.9,78.0,15.0,9.4
2021-09-23,28.6,73.0,0.0,7.4
2021-09-24,27.4,76.0,20.75,2.4
2021-09-25,27.4,84.0,41.5,4.0
2021-09-26,28.1,72.0,0.0,4.4
2021-09-27,28.4,71.0,0.0,8.7
2021-09-28,28.9,71.0,0.0,10.7
2021-09-29,28.6,74.0,0.0,6.5
2021-09-30,27.8,75.0,0.0,10.4
2021-10-01,28.4,72.0,0.0,10.6
2021-10-02,29.1,74.0,0.0,10.0
2021-10-03,29.9,67.0,0.0,10.9
2021-10-04,27.4,80.0,0.0,11.0
2021-10-05,28.1,74.0,33.1,6.4
2021-10-06,27.9,72.0,0.0,8.8
2021-10-07,27.9,71.0,0.0,8.9
2021-10-08,29.6,68.0,0.0,10.4
2021-10-09,30.0,68.0,0.0,11.2
2021-10-10,30.5,60.0,0.0,10.5
2021-10-11,29.9,66.0,0.0,11.3
2021-10-12,28.3,72.0,0.0,11.2
2021-10-13,27.3,70.0,0.0,11.6
2021-10-14,28.6,73.0,0.0,11.2
2021-10-15,28.7,75.0,0.0,8.1
2021-10-16,28.7,78.0,0.0,7.5
2021-10-17,26.7,88.0,0.0,6.1
2021-10-18,28.1,82.0,33.0,6.5
2021-10-19,28.2,81.0,0.0,11.2
2021-10-20,29.5,76.0,0.0,9.1
2021-10-21,29.2,76.0,0.0,9.5
2021-10-22,30.1,74.0,0.0,9.8
2021-10-23,28.5,72.0,0.0,10.4
2021-10-24,27.7,68.0,0.0,10.2
2021-10-25,29.0,77.0,0.0,9.8
2021-10-26,27.8,84.0,0.0,10.4
2021-10-27,27.1,86.0,15.1,7.8
2021-10-28,27.5,84.0,5.0,6.6
2021-10-29,28.4,82.0,4.5,6.5
2021-10-30,29.0,81.0,3.0,10.1
2021-10-31,28.2,82.0,6.6,6.0
2021-11-01,27.1,88.0,26.2,9.4
2021-11-02,26.8,86.0,0.0,5.6
2021-11-03,28.6,80.0,1.0,5.1
2021-11-04,28.3,85.0,0.2,8.0
2021-11-05,27.2,88.0,14.5,6.3
2021-11-06,28.2,82.0,35.3,5.1
2021-11-07,28.8,81.0,9.8,9.5
2021-11-08,27.7,89.0,5.0,11.0
2021-11-09,28.3,82.0,1.5,8.8
2021-11-10,26.9,89.0,9.1,7.8
2021-11-11,26.9,88.0,3.8,7.2
2021-11-12,26.3,92.0,42.5,5.3
2021-11-13,27.3,83.0,1.0,3.5
2021-11-14,26.3,90.0,1.3,1.4
2021-11-15,26.9,90.0,7.0,0.5
2021-11-16,27.0,86.0,0.0,2.4
2021-11-17,27.6,82.0,0.0,5.0
2021-11-18,27.8,83.0,0.0,8.9
2021-11-19,26.4,88.0,0.5,9.9
2021-11-20,25.2,95.0,89.4,4.0
2021-11-21,26.4,90.0,29.0,0.8
2021-11-22,28.3,82.0,1.3,0.9
2021-11-23,27.9,83.0,0.0,9.3
2021-11-24,27.5,84.0,0.0,10.2
2021-11-25,27.8,82.0,0.0,4.5
2021-11-26,27.2,86.0,7.5,5.4
2021-11-27,26.4,88.0,36.0,6.6
2021-11-28,26.7,88.0,11.8,5.6
2021-11-29,26.9,88.0,2.1,4.9
2021-11-30,26.6,89.0,2.4000000000000004,0.6
2021-12-01,27.420062705347988,21.1,2.7,0.3
2021-12-02,26.2,90.0,41.0,0.0
2021-12-03,27.4,86.0,3.2,5.5
2021-12-04,27.8,83.0,0.0,6.9
2021-12-05,26.5,89.0,0.0,7.7
2021-12-06,26.4,91.0,32.2,5.4
2021-12-07,26.8,88.0,9.0,2.3
2021-12-08,28.2,80.0,4.5,1.6
2021-12-09,28.4,79.0,0.0,11.5
2021-12-10,27.9,81.0,0.0,8.0
2021-12-11,27.3,84.0,3.7,8.3
2021-12-12,26.6,88.0,3.1500000000000004,7.5
2021-12-13,26.6,88.0,2.6,7.2
2021-12-14,27.8,87.0,3.5,5.6
2021-12-15,28.2,83.0,0.1,6.6
2021-12-16,29.0,83.0,0.0,7.5
2021-12-17,29.0,81.0,0.0,10.9
2021-12-18,27.4,84.0,0.0,11.6
2021-12-19,27.7,87.0,65.2,10.3
2021-12-20,27.3,90.0,2.0,3.3
2021-12-21,26.9,87.0,29.8,5.3
2021-12-22,28.0,85.0,5.0,5.5
2021-12-23,27.1,82.0,3.5,3.4
2021-12-24,27.7,82.0,2.0,5.6
2021-12-25,26.6,89.0,0.0,8.3
2021-12-26,27.4,82.0,14.5,7.0
2021-12-27,27.3,84.0,14.0,6.8
2021-12-28,26.7,87.0,8.4,5.5
2021-12-29,25.7,89.0,24.200000000000003,2.9
2021-12-30,26.7,88.0,40.0,4.8
2021-12-31,26.5,87.0,3.4,4.3
2022-01-01,26.2,88.0,1.0,6.4
2022-01-02,26.2,92.0,7.3,1.9
2022-01-03,26.2,88.0,0.0,1.1
2022-01-04,26.3,87.0,0.4,5.1
2022-01-05,25.6,89.0,0.6,4.3
2022-01-06,25.9,83.0,2.5,1.1
2022-01-07,26.6,81.0,1.25,6.9
2022-01-08,27.0,82.0,0.0,9.5
2022-01-09,26.3,86.0,0.0,8.6
2022-01-10,26.9,84.0,6.6,6.1
2022-01-11,26.8,90.0,35.0,5.4
2022-01-12,26.8,87.0,7.7,4.3
2022-01-13,26.3,88.0,0.0,8.8
2022-01-14,26.1,87.0,0.9,5.9
2022-01-15,25.7,94.0,22.8,4.0
2022-01-16,27.0,89.0,3.6,0.0
2022-01-17,26.8,91.0,0.5,1.1
2022-01-18,26.3,88.0,22.7,1.4
2022-01-19,24.8,95.0,2.2,0.0
2022-01-20,24.6,92.0,9.9,3.1
2022-01-21,26.7,84.0,11.2,3.8
2022-01-22,26.6,84.0,0.0,8.7
2022-01-23,27.2,82.0,0.0,7.1
2022-01-24,26.9,82.0,0.0,11.5
2022-01-25,26.7,83.0,0.0,11.7
2022-01-26,26.6,94.0,57.0,10.5
2022-01-27,26.3,94.0,26.6,1.9
2022-01-28,27.5,85.0,26.0,0.6
2022-01-29,26.8,90.0,0.0,8.8
2022-01-30,27.0,88.0,0.0,0.0
2022-01-31,26.3,88.0,0.0,3.2
2022-02-01,25.5,88.0,7.9,6.5
2022-02-02,26.9,88.0,15.8,6.6
2022-02-03,26.8,83.0,0.0,8.8
2022-02-04,26.0,91.0,0.0,9.1
2022-02-05,26.7,88.0,6.1,4.7
2022-02-06,25.5,96.0,5.4,7.5
2022-02-07,26.5,89.0,19.6,6.5
2022-02-08,26.3,91.0,8.4,5.1
2022-02-09,25.8,90.0,4.4,5.1
2022-02-10,26.3,90.0,11.9,6.8
2022-02-11,26.9,85.0,4.8,0.8
2022-02-12,24.7,95.0,4.6,4.0
2022-02-13,25.9,90.0,53.8,1.5
2022-02-14,26.1,90.0,4.2,6.4
2022-02-15,27.2,85.0,12.1,5.8
2022-02-16,27.1,82.0,6.05,10.0
2022-02-17,27.5,82.0,0.0,11.8
2022-02-18,26.6,84.0,0.0,10.2
2022-02-19,27.0,87.0,2.0,10.1
2022-02-20,26.9,86.0,0.0,6.0
2022-02-21,26.1,88.0,10.2,5.4
2022-02-22,26.1,83.0,3.2,0.0
2022-02-23,26.7,84.0,0.0,3.2
2022-02-24,25.2,92.0,0.0,2.3
2022-02-25,25.3,90.0,10.0,2.5
2022-02-26,25.8,91.0,2.8,5.4
2022-02-27,26.6,89.0,5.2,5.4
2022-02-28,27.5,89.0,0.5,7.5
2022-03-01,27.5,88.0,2.2,2.4
2022-03-02,26.8,94.0,22.7,8.4
2022-03-03,26.3,94.0,17.1,1.5
2022-03-04,26.9,88.0,16.1,0.2
2022-03-05,26.5,88.0,0.0,4.2
2022-03-06,26.5,89.0,20.0,7.2
2022-03-07,27.5,87.0,4.8,8.85
2022-03-08,27.7,87.0,1.0,10.5
2022-03-09,27.3,85.0,0.0,5.5
2022-03-10,27.2,87.0,1.1,6.1
2022-03-11,27.9,87.0,0.4,7.9
2022-03-12,27.7,86.0,0.0,8.9
2022-03-13,28.2,85.0,0.6,11.0
2022-03-14,27.7,85.0,0.4,7.9
2022-03-15,28.3,82.0,0.2,9.7
2022-03-16,28.7,79.0,0.0,8.1
2022-03-17,28.1,85.0,0.0,8.6
2022-03-18,27.9,83.0,0.0,9.8
2022-03-19,25.9,90.0,0.0,4.3
2022-03-20,26.4,92.0,54.4,0.6
2022-03-21,26.9,88.0,0.6,3.7
2022-03-22,27.1,86.0,0.0,8.8
2022-03-23,26.8,86.0,1.2,10.0
2022-03-24,27.6,84.0,0.0,7.5
2022-03-25,26.4,83.0,0.0,9.1
2022-03-26,26.4,86.0,0.8,3.7
2022-03-27,26.2,85.0,0.4,7.0
2022-03-28,26.0,88.0,0.0,7.9
2022-03-29,25.0,89.0,3.3,5.1
2022-03-30,27.1,82.0,13.1,4.8
2022-03-31,26.6,85.0,0.0,2.7
2022-04-01,26.2,88.0,27.4,6.0
2022-04-02,26.4,86.0,0.2,8.4
2022-04-03,28.0,78.0,0.1,5.5
2022-04-04,27.2,82.0,0.0,9.9
2022-04-05,27.0,84.0,0.0,10.7
2022-04-06,26.5,88.0,3.2,9.3
2022-04-07,28.4,77.0,6.4,9.1
2022-04-08,27.4,82.0,0.0,10.4
2022-04-09,26.2,84.0,0.0,8.2
2022-04-10,25.9,82.0,7.7,9.0
2022-04-11,27.6,78.0,15.4,8.3
2022-04-12,28.0,74.0,0.0,10.8
2022-04-13,28.4,71.0,0.0,8.1
2022-04-14,28.1,78.0,0.0,9.8
2022-04-15,28.0,80.0,0.0,10.3
2022-04-16,27.6,82.0,0.0,8.4
2022-04-17,26.6,86.0,7.4,7.4
2022-04-18,28.0,84.0,2.7,3.3
2022-04-19,26.7,88.0,5.5,4.1
2022-04-20,25.2,93.0,11.0,1.7
2022-04-21,27.5,79.0,2.9,0.2
2022-04-22,28.2,78.0,0.0,10.5
