KWH_EXP,tavg,tmin,tmax,wdir,wspd,pres,Tavg,RH_avg,RR,ss,trend,seasonal,residual
21.796657839201675,25.9,23.4,32.7,123.0,6.5,1009.9,27.1,87.0,3.9,4.8,21.79430955668642,0.3080761707632548,-0.30572788824800134
22.00153009552689,27.1,21.0,31.4,107.0,7.0,1008.7,25.7,78.0,1.0,4.3,21.949064231835557,0.2465543313188099,-0.19408846762747836
21.38940190284212,27.6,22.5,31.5,105.0,7.0,1008.4,26.7,83.0,0.0,10.6,22.438478595836113,-0.18857138891549835,-0.860505304078494
21.83200957655954,27.8,24.7,32.2,112.0,6.7,1009.0,27.7,84.0,0.0,9.9,23.24888159463694,-0.44125116096676553,-0.9756208571106368
23.19265977510204,27.9,24.3,32.3,123.0,6.6,1009.0,27.6,83.0,0.0,9.2,24.04260012582646,-0.1030000076245759,-0.7469403430998445
25.40149511707105,28.0,24.5,32.4,107.0,6.3,1008.7,27.1,86.0,0.0,7.7,24.652732328189742,-0.12076585755613664,0.8695286464374447
27.12841685615528,27.9,24.8,32.3,101.0,5.8,1009.2,27.7,85.0,0.0,7.2,25.35031141522228,0.2989579129809117,1.4791475279520887
27.352687557528327,28.0,24.8,33.4,122.0,6.7,1009.6,27.7,85.0,0.0,5.2,25.984660834580897,0.3080761707632548,1.0599505521841754
26.272455512069865,27.1,24.7,32.0,109.0,6.3,1010.0,27.3,86.0,0.0,6.1,26.424631654147728,0.2465543313188099,-0.398730473396673
26.272455512069865,28.1,24.2,31.8,129.0,6.6,1009.6,27.4,85.0,0.0,7.2,26.54905456771899,-0.18857138891549835,-0.088027666733627
26.272455512069865,28.1,24.4,32.4,129.0,5.9,1009.9,27.9,80.0,2.5,10.4,26.426774375706785,-0.44125116096676553,0.2869322973298454
26.272455512069865,27.9,24.5,33.1,114.0,6.9,1010.3,28.3,84.0,5.0,9.4,26.272455512069865,-0.1030000076245759,0.1030000076245759
26.272455512069865,27.9,23.5,33.1,126.0,9.0,1010.2,28.2,74.0,0.0,9.2,26.272455512069865,-0.12076585755613664,0.12076585755613664
26.272455512069865,28.4,23.3,33.6,126.0,8.9,1009.0,28.2,78.0,0.0,10.9,26.272455512069865,0.2989579129809117,-0.2989579129809117
26.272455512069865,28.1,23.8,33.8,129.0,10.0,1008.7,27.9,72.0,0.0,10.5,26.287502389362096,0.3080761707632548,-0.3231230480554864
26.272455512069865,28.4,23.9,33.8,128.0,9.7,1008.2,27.9,76.0,0.0,8.1,26.84554091480451,0.2465543313188099,-0.8196397340534545
26.272455512069865,28.6,24.4,34.6,130.0,10.5,1007.8,28.1,74.0,0.0,8.5,27.418961570982425,-0.18857138891549835,-0.9579346699970623
26.37778365311549,28.4,23.6,33.8,129.0,10.8,1008.2,28.0,75.0,0.0,10.0,28.072786702168607,-0.44125116096676553,-1.2537518880863514
30.17872519016674,28.4,23.6,33.6,125.0,9.5,1008.8,28.0,76.0,0.0,9.2,28.921379378502657,-0.1030000076245759,1.3603458192886602
30.286400105315263,28.6,24.1,33.6,134.0,10.6,1008.5,28.2,76.0,0.0,10.2,30.506079120826275,-0.12076585755613664,-0.09891315795487557
30.849231430373127,28.6,23.4,34.3,127.0,9.7,1007.8,27.6,77.0,0.0,9.2,31.48504611172839,0.2989579129809117,-0.9347725943361753
32.212604246408254,28.1,24.1,33.4,126.0,7.2,1008.4,27.7,82.0,0.0,7.8,32.6568526427088,0.3080761707632548,-0.7523245670637991
37.36535370833519,27.1,24.3,32.3,125.0,7.3,1009.0,27.0,82.0,0.0,6.8,33.411685404832035,0.2465543313188099,3.7071139721843474
33.125224448384664,27.9,24.4,32.0,129.0,6.2,1009.7,27.2,83.0,0.2,5.2,34.151136036219775,-0.18857138891549835,-0.8373401989196128
34.58042936997834,26.6,24.7,32.6,123.0,5.3,1008.7,27.2,88.0,32.4,2.1,34.5235482333834,-0.44125116096676553,0.4981322975617042
35.462554525029425,26.6,23.7,31.4,121.0,6.3,1008.5,26.2,89.0,64.6,4.1,34.12792496696746,-0.1030000076245759,1.4376295656865383
35.462554525029425,26.9,23.8,32.2,112.0,6.6,1009.9,26.2,88.0,6.7,7.0,32.99619463456197,-0.12076585755613664,2.5871257480235954
33.45611681051851,27.6,24.1,34.0,131.0,7.8,1010.8,27.7,84.0,0.5,5.5,32.65317394670138,0.2989579129809117,0.503984950836218
29.44324138149668,27.1,23.6,33.3,133.0,7.6,1010.6,26.9,84.0,1.0,6.7,32.56416998500141,0.3080761707632548,-3.4290047742679883
29.44324138149668,28.4,23.4,33.9,132.0,9.2,1010.1,28.1,78.0,13.0,6.7,32.10677121457732,0.2465543313188099,-2.9100841643994513
30.724079633360542,26.7,24.2,33.7,133.0,8.3,1010.1,27.6,83.0,0.0,10.7,32.17464981744937,-0.18857138891549835,-1.2619987951733302
33.95740163807867,27.2,23.1,33.0,135.0,11.2,1009.4,26.9,74.0,0.0,6.5,32.566083137862144,-0.44125116096676553,1.8325696611832933
32.26076313206071,26.2,22.2,32.7,131.0,10.4,1008.9,26.7,76.0,0.0,10.9,33.79619033526832,-0.1030000076245759,-1.4324271955830352
35.9377047451338,27.4,22.5,33.0,131.0,11.6,1009.0,28.0,69.0,0.0,10.8,32.57834765852531,-0.12076585755613664,3.480122944164627
36.19615005340791,27.4,23.2,33.6,132.0,12.1,1010.8,27.8,73.0,0.0,10.4,33.59001672308938,0.2989579129809117,2.307175417337623
38.05399176333994,27.3,22.8,32.9,129.0,11.4,1011.6,26.8,76.0,0.0,10.8,34.43542819609842,0.3080761707632548,3.310487396478261
20.9183426442956,27.3,22.7,33.5,128.0,9.4,1011.3,27.8,76.0,0.0,10.7,34.99256933992456,0.2465543313188099,-14.320781026947769
37.80576308530906,27.4,21.8,33.5,131.0,8.9,1010.7,26.7,80.0,0.0,8.8,34.80257160194922,-0.18857138891549835,3.1917628722753406
39.87528194914197,27.8,22.6,33.8,128.0,9.4,1010.7,27.2,79.0,0.0,7.8,35.16144970163828,-0.44125116096676553,5.155083408470454
36.16075113884367,27.5,23.2,33.7,126.0,10.5,1011.0,27.5,69.0,0.0,10.1,35.17459009755251,-0.1030000076245759,1.0891610489157375
34.607720579306395,27.2,22.3,33.8,126.0,9.2,1010.8,26.9,71.0,0.0,10.8,37.41796222129384,-0.12076585755613664,-2.689475784431309
38.70829675123135,26.7,22.0,33.4,129.0,9.4,1010.8,26.8,71.0,0.0,10.3,37.04569440578972,0.2989579129809117,1.3636444324607224
38.14597453473954,27.4,22.1,32.9,133.0,8.8,1011.2,27.1,72.0,0.0,10.8,37.03462441897496,0.3080761707632548,0.8032739450013252
36.62194751048495,28.3,22.4,33.7,132.0,11.0,1011.3,27.4,73.0,0.0,10.7,36.80968336460697,0.2465543313188099,-0.4342901854408274
35.199888376780166,27.8,23.0,33.9,135.0,11.0,1011.2,27.4,74.0,0.0,10.9,36.93040725803088,-0.18857138891549835,-1.5419474923352186
39.797792041438655,28.3,23.5,33.8,133.0,11.4,1011.0,27.6,73.0,0.0,10.8,36.58586838814462,-0.44125116096676553,3.653174814260802
34.586163758267745,28.2,23.9,33.8,135.0,11.7,1011.1,27.9,72.0,0.0,11.0,36.7435123764888,-0.1030000076245759,-2.0543486105964814
35.45278783327377,28.0,23.0,33.8,133.0,12.0,1011.6,27.9,69.0,0.0,10.3,37.42318945683985,-0.12076585755613664,-1.8496357660099465
36.29652466202753,26.9,23.1,33.0,132.0,12.1,1011.3,27.7,64.0,0.0,10.2,37.25294299138379,0.2989579129809117,-1.2553762423371724
39.2494824531488,27.2,22.1,32.8,124.0,10.3,1010.7,26.8,72.0,0.0,10.6,36.69563664587781,0.3080761707632548,2.2457696365077338
41.37968707294228,27.9,22.4,33.7,125.0,10.1,1010.1,27.1,74.0,0.0,9.9,37.4168117564606,0.2465543313188099,3.7163209851628687
34.00816311858775,27.9,23.1,32.8,129.0,9.8,1010.1,27.7,72.0,0.0,10.3,38.06675091820099,-0.18857138891549835,-3.870016410697737
35.89664762289684,28.3,23.5,33.4,127.0,10.1,1009.6,27.4,72.0,0.0,10.6,37.49586632442605,-0.44125116096676553,-1.1579675405624448
39.634389532347264,27.7,23.4,33.6,132.0,12.1,1009.0,27.7,69.0,0.4,8.7,35.540475885435114,-0.1030000076245759,4.196913654536726
40.00236196545645,27.4,23.2,32.8,137.0,14.8,1009.6,27.1,69.0,0.0,10.5,33.75617364229211,-0.12076585755613664,6.366954180720477
32.300332505603,27.2,23.2,32.2,140.0,14.5,1009.5,26.7,69.0,0.0,10.4,32.52548271764992,0.2989579129809117,-0.5241081250278314
25.56174938021222,27.4,23.6,32.0,137.0,14.1,1009.2,27.5,69.0,0.0,10.5,31.854520836269185,0.3080761707632548,-6.60084762682022
28.88957137094127,27.1,20.9,33.0,138.0,13.5,1009.1,27.8,70.0,0.0,10.6,29.87428934454428,0.2465543313188099,-1.2312723049218213
25.393326646092422,27.7,23.4,32.0,137.0,12.8,1009.0,27.8,70.0,0.0,10.2,27.713761451732548,-0.18857138891549835,-2.1318634167246273
31.19991445323168,27.7,23.9,33.0,133.0,10.5,1009.3,27.5,76.0,0.0,0.8,27.612752883171787,-0.44125116096676553,4.02841273102666
25.77276909027292,27.5,23.9,34.7,128.0,10.3,1009.4,27.7,75.0,0.0,6.5,27.70921244300782,-0.1030000076245759,-1.8334433451103256
24.878666715774347,27.0,22.6,32.6,124.0,10.0,1010.2,26.8,74.0,0.0,9.7,26.16761674833087,-0.12076585755613664,-1.1681841750003878
31.593272525677666,27.5,22.2,32.8,128.0,9.7,1010.8,26.7,75.0,0.0,10.4,24.208502904830738,0.2989579129809117,7.085811707866016
26.236966299064445,27.5,22.8,33.2,131.0,10.5,1010.8,27.8,72.0,0.0,9.9,20.865831938905472,0.3080761707632548,5.063058189395718
18.098401508202613,27.8,22.7,33.6,135.0,10.8,1010.8,27.2,72.0,0.0,10.5,18.756534215029408,0.2465543313188099,-0.9046870381456045
11.679529741591482,27.8,22.8,33.2,127.0,10.6,1009.7,27.3,73.0,0.0,9.7,16.95995429647153,-0.18857138891549835,-5.091853165964549
7.801217691754847,27.9,23.4,33.9,133.0,11.2,1011.2,27.4,75.0,0.0,10.5,14.689306143076069,-0.44125116096676553,-6.446837290354456
11.007685023140462,28.6,24.2,33.0,138.0,14.7,1011.3,28.3,69.0,0.0,8.7,12.449371009248752,-0.1030000076245759,-1.338685978483714
12.302607285869197,28.1,24.8,32.7,135.0,13.8,1010.8,28.5,72.0,0.0,10.4,10.598388878108048,-0.12076585755613664,1.824984265317285
15.698735451909442,27.9,25.3,33.9,129.0,12.6,1010.3,28.4,70.0,0.0,5.7,9.742933714993752,0.2989579129809117,5.6568438239347785
10.557420362273223,26.6,23.2,33.0,135.0,13.7,1011.0,26.6,72.0,0.0,8.6,9.153814186063261,0.3080761707632548,1.0955300054467072
5.141526590217684,26.0,21.2,32.0,132.0,10.7,1011.6,26.0,72.0,0.0,10.6,8.710791720704087,0.2465543313188099,-3.8158194618052126
5.6913435997914,25.6,20.9,32.9,133.0,12.0,1012.2,26.2,66.0,0.0,10.0,8.207137242850187,-0.18857138891549835,-2.3272222541432885
3.6773809892414087,25.8,20.0,32.8,124.0,8.4,1011.5,25.4,73.0,0.0,10.6,7.212245812130098,-0.44125116096676553,-3.0936136619219234
7.9065277656262545,25.7,21.3,32.9,124.0,8.5,1011.0,25.1,72.0,0.0,10.5,6.514355143205585,-0.1030000076245759,1.495172630045245
8.777025940891898,25.5,21.7,32.2,122.0,8.6,1011.1,25.7,73.0,0.0,10.1,7.072626154330708,-0.12076585755613664,1.8251656441173265
8.734495436868817,25.8,18.6,32.2,114.0,7.9,1010.1,24.8,72.0,0.0,9.7,7.269894034172851,0.2989579129809117,1.1656434897150547
5.672185679801639,26.0,21.4,31.2,129.0,9.4,1009.7,25.9,74.0,0.0,10.2,7.909616931491207,0.3080761707632548,-2.5455074224528227
9.049423668093544,25.7,20.4,32.8,122.0,9.4,1010.5,25.6,70.0,0.0,9.7,7.877099384379347,0.2465543313188099,0.9257699523953868
7.072218758686397,26.3,19.8,32.7,134.0,8.7,1011.9,25.4,73.0,0.0,9.1,7.966022678832063,-0.18857138891549835,-0.7052325312301682
8.155441270469902,26.4,21.5,33.6,131.0,11.6,1012.8,26.3,68.0,0.0,10.1,7.715131387702807,-0.44125116096676553,0.8815610437338606
7.678904935843234,25.6,20.0,33.6,120.0,9.8,1012.0,25.0,73.0,0.0,9.9,7.687584488567275,-0.1030000076245759,0.09432045490053526
9.399489002060909,25.3,20.0,32.2,121.0,10.1,1011.9,25.1,71.0,0.0,10.4,7.177575019675755,-0.12076585755613664,2.3426798399412903
6.978256398964035,24.7,19.2,31.7,133.0,13.3,1012.6,24.8,70.0,0.0,10.1,6.950023394985257,0.2989579129809117,-0.2707249090021333
5.479357385852908,24.6,20.1,31.3,137.0,13.5,1012.1,24.3,66.0,0.0,10.5,7.310136130204614,0.3080761707632548,-2.138854915114961
5.479357385852908,25.6,19.2,31.2,124.0,9.3,1011.4,24.9,68.0,0.0,10.4,7.13635786693545,0.2465543313188099,-1.9035548124013517
