READ_DATE,KWH_EXP
2019-02-26,5.370423768256419
2019-02-27,5.944421376409029
2019-02-28,5.425157653619677
2019-03-01,5.50676989943113
2019-03-02,5.817964387719904
2019-03-03,6.00375883574405
2019-03-04,6.09751663079311
2019-03-05,6.154482223455886
2019-03-06,6.450391460734301
2019-03-07,5.587334648851814
2019-03-08,6.509330045653456
2019-03-09,6.918215752946028
2019-03-10,7.033881911264866
2019-03-11,8.10457536125946
2019-03-12,7.461248683288109
2019-03-13,6.9351980051504825
2019-03-14,8.005135153318921
2019-03-15,8.392290095028384
2019-03-16,8.050629578716682
2019-03-17,8.100856013479346
2019-03-18,8.364368811270781
2019-03-19,7.419533638777135
2019-03-20,8.42343554208623
2019-03-21,8.84321990477386
2019-03-22,9.096965583044843
2019-03-23,9.24405836276073
2019-03-24,6.2443320544171455
2019-03-25,6.849822977239556
2019-03-26,9.916030741895181
2019-03-27,9.78594621724267
2019-03-28,9.136547825978308
2019-03-29,8.47281473173537
2019-03-30,8.508895347880424
2019-03-31,8.42311729835118
2019-04-01,9.03928276669893
2019-04-02,6.935027803402517
2019-04-03,5.456286908173211
2019-04-04,4.290709199581996
2019-04-05,4.144639854640029
2019-04-06,4.098758502172473
2019-04-07,3.9747047545548853
2019-04-08,4.481210850955791
2019-04-09,4.907160383810616
2019-04-10,4.419779440780103
2019-04-11,4.0199160250065304
2019-04-12,4.391882763884104
2019-04-13,4.186651919190112
2019-04-14,4.021622333222738
2019-04-15,4.021622333222738
2019-04-16,4.021622333222738
2019-04-17,4.021622333222738
2019-04-18,4.021622333222738
2019-04-19,4.021622333222738
2019-04-20,4.021622333222738
2019-04-21,4.021622333222738
2019-04-22,4.021622333222738
2019-04-23,3.8964520807090577
2019-04-24,0.7779495887104216
2019-04-25,1.1605792603062142
2019-04-26,1.1605792603062142
2019-04-27,1.1605792603062142
2019-04-28,1.1605792603062142
2019-04-29,1.1605792603062142
2019-04-30,1.1605792603062142
2019-05-01,1.1605792603062142
2019-05-02,1.0632177566512322
2019-05-03,0.6213502961682755
2019-05-04,0.5464588214092702
2019-05-05,0.5464588214092702
2019-05-06,0.6386069804174275
2019-05-07,0.8425110014673637
2019-05-08,0.723621472300174
2019-05-09,0.7665162574816474
2019-05-10,0.7655657463047256
2019-05-11,0.7255065354582926
2019-05-12,0.7283051481519974
2019-05-13,0.7553783337801355
2019-05-14,0.7459255819222932
2019-05-15,0.7178546573388039
2019-05-16,0.6716817812966326
2019-05-17,0.7079387237778073
2019-05-18,0.7021518812272359
2019-05-19,0.7272416296179024
2019-05-20,0.7018194577743736
2019-05-21,0.7148331744403319
2019-05-22,0.7069727151160862
2019-05-23,0.6936842936103367
2019-05-24,0.6853864753303
2019-05-25,0.6826588243395841
2019-05-26,0.6652685709111098
2019-05-27,0.6235982814019675
2019-05-28,0.5899175813428984
2019-05-29,0.43643150420311644
2019-05-30,0.6711245831686656
2019-05-31,1.0174791321468353
2019-06-01,0.5440621562910526
2019-06-02,0.5797273788678657
2019-06-03,0.5075006061544055
2019-06-04,0.7820239413314233
2019-06-05,0.47118799306952913
2019-06-06,0.5880866642078731
2019-06-07,0.5906753013811201
2019-06-08,0.5653230451161781
2019-06-09,0.7730956144896185
2019-06-10,0.8005533800525676
2019-06-11,0.8077791078322911
2019-06-12,0.7988339612662316
2019-06-13,0.7964799753277948
2019-06-14,0.7964799753277948
2019-06-15,0.7964799753277948
2019-06-16,0.7964799753277948
2019-06-17,0.6557582681197124
2019-06-18,0.5083863124897052
2019-06-19,0.34796019395450317
2019-06-20,0.5897502665721798
2019-06-21,0.5250480159639972
2019-06-22,0.4961573385980684
2019-06-23,0.9479565559150278
2019-06-24,0.728618820561353
2019-06-25,0.5888798008873243
2019-06-26,0.5796787465347397
2019-06-27,0.5315676602052376
2019-06-28,0.5187272362888007
2019-06-29,0.5522253093835594
2019-06-30,0.5522253093835594
2019-07-01,0.5522253093835594
2019-07-02,0.5500034919992279
2019-07-03,0.8122369294241448
2019-07-04,1.208235565277181
2019-07-05,0.9285312435780279
2019-07-06,0.6876620525602964
2019-07-07,0.6876620525602964
2019-07-08,0.6902599826784187
2019-07-09,0.6918187407492921
2019-07-10,0.7157688375518833
2019-07-11,0.9348291960458592
2019-07-12,1.223920923381744
2019-07-13,1.2238775974322513
2019-07-14,1.2267597122908118
2019-07-15,0.9637709090429766
2019-07-16,1.0139654234286517
2019-07-17,0.9047761433128797
2019-07-18,0.6216677791477957
2019-07-19,1.0261361488568181
2019-07-20,0.7462112935386694
2019-07-21,1.2335133224985688
2019-07-22,1.2335133224985688
2019-07-23,1.2335133224985688
2019-07-24,1.2335133224985688
2019-07-25,1.2335133224985688
2019-07-26,1.2335133224985688
2019-07-27,1.2335133224985688
2019-07-28,1.2335133224985688
2019-07-29,1.2335133224985688
2019-07-30,1.2335133224985688
2019-07-31,1.2358028102499512
2019-08-01,0.9231394419955977
2019-08-02,0.8915008715955128
2019-08-03,0.9571196334739384
2019-08-04,0.9550741856728785
2019-08-05,0.9330436407796672
2019-08-06,1.9360589049672896
2019-08-07,6.554389255231697
2019-08-08,7.50101416454178
2019-08-09,7.499167223835823
2019-08-10,7.51160246291241
2019-08-11,7.538472576646453
2019-08-12,7.410167898761247
2019-08-13,7.518050390427821
2019-08-14,7.466493493943946
2019-08-15,7.401503583002892
2019-08-16,7.573728671137495
2019-08-17,4.884047348217197
2019-08-18,4.254054261520718
2019-08-19,3.943655715248981
2019-08-20,3.9410462208122286
2019-08-21,4.269250611965529
2019-08-22,4.017487722103431
